pilot_source,id,name,category_primary,region,tier_label,place_complexity,pin_ambiguity,gt_confidence,offset_haversine_m,should_move,current_lat,current_lon,gt_lat,gt_lon,full_address,gt_reasoning,manual_review_status,manual_should_move,manual_primary_pin_type,manual_needs_multi_pin,manual_notes,tier,sub_tier,sub_tier_label,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,offset_euclidean_m,offset_manhattan_m
high_offset,08f44554529961a503a33f1b232cad5b,D'Iberville Memorial Park,funeral_services_and_cemeteries,MS,open_space,complex,high,0.9,32.91222169607799,True,30.443667,-88.8873648,30.443371013279304,-88.8873648,"11041 Gorenflo Rd, D'Iberville, MS, 39540-2609, US","The pin is placed at the main access point along Gorenflo Rd, which appears to be the most prominent entry to D'Iberville Memorial Park.",,,,True,,3,3a,bounded_outdoor,gpt-4o-mini,,,,30.443371013279304,-88.8873648,0.9,,shared,,,,,,32.94924174804876,32.94924174804876
high_offset,08f2659a0cc6590803dd941c90df1da4,FairBridge Inn Express Memphis,hotel,TN,standard_commercial,simple,medium,0.9,35.83931979815169,True,35.0912225,-89.9663657,35.091380516582355,-89.96602237881656,"2880 Lamar Ave, Memphis, TN, 38114-5020, US","The identified location is the main entrance of the FairBridge Inn Express Memphis, facing the street, as indicated by the visible door and signage.",,,,False,,1,1b,large_standalone,gpt-4o-mini,35.091380516582355,-89.96602237881656,0.9,35.09102936862157,-89.9663657,0.9,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of the FairBridge Inn Express Memphis.,both,,,,,,35.87963228449378,48.86220844554586
high_offset,08f2a134e1c9a12003fe1ba81663758f,ALDO,shoe_store,NJ,standard_commercial,simple,low,0.9,30.169574660667,True,39.942495,-75.025569,39.94256080516018,-75.02522567881657,"2000 Route 38, 1811, Cherry Hill, NJ, 08002, US","The identified location is the main customer entrance of the ALDO store, facing the street, as indicated by the storefront door and signage.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,39.94256080516018,-75.02522567881657,0.9,39.942495,-75.025569,0.2,"The image shows a large parking lot with multiple entries, but no clear primary vehicle entry point is visible from the road. The center is marked due to uncertainty.",both,,,,,,30.203509751529342,36.62713806617515
high_offset,08f2ab31ad9098c00350623fdcc1f6e6,Mi Bella Casa Furniture,furniture_store,OH,standard_commercial,simple,low,0.9,38.05480004684404,True,41.3925935,-82.0068383,41.39281886357134,-82.00649497881656,"35107 Center Ridge Rd, North Ridgeville, OH, 44039-3081, US","The identified location is the main entrance of the furniture store, facing the street, as indicated by the door and signage.",,,,False,,1,1b,large_standalone,gpt-4o-mini,41.39281886357134,-82.00649497881656,0.9,41.39233594163274,-82.0068383,0.9,"The primary vehicle entry point is located on the right side of the property, where the driveway leads into the parking lot from the road.",both,,,,,,38.09760453134495,53.7588205057708
high_offset,08f264ab1318032303ad234d707ae6bf,Redbox,music_and_dvd_store,TN,standard_commercial,simple,low,0.9,34.56246602169721,True,35.5511579,-88.8107979,35.55096586407508,-88.8110983060355,"2171 S Highland Ave, Jackson, TN, 38301-7739, US","The pin is placed at the main customer entrance facing the street, which is identifiable by the storefront door and signage.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,35.55096586407508,-88.8110983060355,0.9,35.5511579,-88.8107979,0.2,"The property appears to be a large building with no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only.",both,,,,,,34.60134228822083,48.58512158848679
high_offset,08f44a100b24e1a00333315b7caf4958,The Islander,hotel,FL,standard_commercial,simple,medium,0.9,30.482934493163736,True,25.984982,-80.1242276,25.985155595641444,-80.12399156668639,"2500 Diana Dr, Hallandale Beach, FL, 33009-4821, US","The identified location is the main customer entrance of The Islander hotel, facing the street, as indicated by the visible door and signage.",,,,False,,1,1b,large_standalone,gpt-4o-mini,25.985155595641444,-80.12399156668639,0.9,25.98476982754934,-80.1242276,0.8,The primary vehicle entry point is visible as a driveway leading from the road to the parking area of the hotel.,both,,,,,,30.51722205429087,42.94368657282576
high_offset,08f489c0a35ab63203e9b0cd0f7c2d30,Subway,sandwich_shop,TX,standard_commercial,simple,low,0.9,74.7724290761873,True,29.5698514,-98.3820653,29.56987939423928,-98.38129282733723,"14084 Nacogdoches Rd, San Antonio, TX, 78247-1944, US","The pin is placed at the main customer entrance of the Subway storefront, which is visible facing the street with clear signage and a door opening.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,29.56987939423928,-98.38129282733723,0.9,29.569646108911986,-98.3820653,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of the Subway location.,both,,,,,,74.85653398065378,77.90795753527244
high_offset,08f2ad319c8f511203b277701fa7b522,Ocean Breeze and Golf Tees,holiday_rental_home,SC,open_space,simple,low,0.8,30.84405749301304,True,33.799,-78.77664,33.798803857690494,-78.77640396668639,"6253 Catalina Dr, North Myrtle Beach, SC, 29582, US","The pin is placed near the main access point of the holiday rental home, which appears to be the parking lot entrance. This location provides the most direct access for visitors.",,,,False,,3,3b,large_outdoor,gpt-4o-mini,,,,33.798803857690494,-78.77640396668639,0.8,,shared,,,,,,30.878751249853707,43.66914880668111
high_offset,08f268cc0074344503d0aa2af21c6330,Sonic Drive-In,fast_food_restaurant,CO,standard_commercial,simple,low,0.9,30.304073414807167,True,39.6364872,-104.8951408,39.63655329852548,-104.89479747881656,"4403 S Tamarac Pkwy, Denver, CO, 80237-2419, US","The pin is placed at the main customer entrance of Sonic Drive-In, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage and a door.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,39.63655329852548,-104.89479747881656,0.9,39.63622280589808,-104.8951408,0.9,"The primary vehicle entry point is located at the driveway cut leading into the parking lot, which is visible from the road.",both,,,,,,30.338159791368717,36.79042521896777
high_offset,08f4468143b34d0d03cca189ab50c32b,Arrowhead RV Park,rv_park,TX,open_space,complex,high,0.9,32.81291347921279,True,30.7365515,-95.056472,30.73625640637955,-95.056472,"2875 FM 2457, Livingston, TX, 77351-8351, US","The pin is placed at the main access point of the RV park, which appears to be the entrance area where vehicles can enter and park.",,,,True,,3,3b,large_outdoor,gpt-4o-mini,,,,30.73625640637955,-95.056472,0.9,,shared,,,,,,32.84982182864155,32.84982182864155
high_offset,08f2a9372849268a03133a48f2461dbb,AT&T Kiosk,mobile_phone_accessories,KY,standard_commercial,simple,low,0.9,30.5722949905655,True,39.0202602,-84.6337846,39.02032688356363,-84.63344127881656,"1100 HANSEL Dr, FLORENCE, KY, 41042, US","The pin is placed at the main customer entrance of the AT&T Kiosk, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,39.02032688356363,-84.63344127881656,0.9,39.02007682020004,-84.63354856668639,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot for the AT&T Kiosk.,both,,,,,,30.60668306593623,37.11605750961766
high_offset,08f26c82d56f5b9303c8d5ac1586d26a,Plantation Place Dallas RV Park,rv_park,TX,open_space,complex,high,0.9,32.07743872686597,True,32.8323288,-96.5659463,32.832040320662905,-96.5659463,"345 Barnes Bridge Rd, Sunnyvale, TX, 75182-9129, US","The pin is placed at the main access point of the RV park, which appears to be the entrance area where vehicles can enter and exit.",,,,True,,3,3b,large_outdoor,gpt-4o-mini,,,,32.832040320662905,-96.5659463,0.9,,shared,,,,,,32.113519805288604,32.113519805288604
high_offset,08f2ad6d348d4d01039afdb22d65bfc3,World Market,home_decor,NC,standard_commercial,multi_tenant,medium,0.9,31.873712689201515,True,35.9044747,-78.9355606,35.90454422218288,-78.93521727881657,"6807 Fayetteville Road, Suite 114, Durham, NC, 27713, US","The pin is placed at the main customer entrance of World Market, which is located on the street-facing facade. The entrance is identifiable by the signage and door opening visible in the imagery.",,,,True,,1,1c,small_urban_storefront,gpt-4o-mini,35.90454422218288,-78.93521727881657,0.9,35.9044747,-78.9355606,0.2,"The image shows a large parking lot with multiple entries, but the specific entry point for vehicles is not clearly identifiable. The center point is used due to uncertainty.",both,,,,,,31.90956461443377,38.696033391543416
low_confidence,08f265b41a8dbc1503093587dab38348,Banks Law Firm,lawyer,AR,no_building,simple,high,0.3,0.0,False,34.7719787,-92.3061359,34.7719787,-92.3061359,"100 Morgan Keegan Dr, Little Rock, AR, 72202, US",No dedicated commercial structure is visible; the area appears to be residential or a home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f29124c8370352039d02ac68aa8e49,Marez Events Center,event_planning,CA,no_building,complex,high,0.3,0.0,False,34.1979879,-119.1781792,34.1979879,-119.1781792,"141 W 5th St, Oxnard, CA, 93030-7105, US",No dedicated commercial structure is visible at the provided address; it appears to be a home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f44a900b34540003667590b4b98139,Neighborhood Rogue,event_planning,FL,no_building,simple,high,0.3,0.0,False,28.544091,-81.368282,28.544091,-81.368282,"111 N Summerlin Ave, Orlando, FL, 32801-2032, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f29a18865b30d10320b73e1c66ed26,Tommyphoto,professional_services,CA,no_building,simple,high,0.3,0.0,False,34.1655987,-118.4016839,34.1655987,-118.4016839,"5224 Corteen Pl, Los Angeles, CA, 91607-4267, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2986bb614d8c3037210818476f23d,"On Target Media, Inc.",advertising_agency,NV,no_building,simple,high,0.3,0.0,False,36.05681754894015,-115.10364151000977,36.05681754894015,-115.10364151000977,"3223 E Warm Springs Rd, Las Vegas, NV, 89120, US",No dedicated commercial structure is visible at the address; the area appears to be residential.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2a1072ec5ba9d03a4e1a275e3f6fd,Русскоязычный нотариус в штате Нью-Джерси - США,notary_public,NJ,no_building,simple,high,0.3,0.0,False,40.7263499,-74.03373,40.7263499,-74.03373,"111 Town Square Pl, Jersey City, NJ, 07310-1723, US",No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2666b9c4e26b103a2de0fe8594401,Republic Services Environtech Landfill,garbage_collection_service,IL,no_building,simple,high,0.3,0.0,False,41.37756452582755,-88.40206842726138,41.37756452582755,-88.40206842726138,"1800 Ashley Road, Morris, IL, 60450, US",No clear standalone commercial building is visible; the area appears to be an empty lot or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2a90acd70b98103a4d3168cdbbe9d,Tri-City Termite and Pest Control LTD,pest_control_service,OH,no_building,simple,high,0.3,0.0,False,39.889418,-83.431462,39.889418,-83.431462,"141 Sharp Ave, London, OH, 43140, US",No dedicated commercial structure is visible; the area appears to be industrial or agricultural with no clear storefront.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f29ab9129a3346037dcd7cc10106df,California Industrial Rubber Co.,professional_services,CA,no_building,simple,high,0.3,0.0,False,36.702016,-119.782153,36.702016,-119.782153,"2732 S Cherry Ave, Fresno, CA, 93706-5424, US",No dedicated commercial structure is visible; the area appears to be industrial with no clear storefront.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2618a6e86adac03da3f1a86af14cc,Chief Buildings Div,professional_services,NE,no_building,simple,high,0.3,0.0,False,40.900343,-98.3959042,40.900343,-98.3959042,"2391 S North Rd, Grand Island, NE, 68803-5520, US",No dedicated commercial structure is visible at the provided address; it appears to be an industrial area with no clear storefront.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2a364892e28190300b133082fe8f0,UPS Access Point location,courier_and_delivery_services,NH,no_building,simple,high,0.3,0.0,False,43.6993644,-72.2896389,43.6993644,-72.2896389,"79 S Main St, HANOVER, NH, 03755, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2a333145ae28e039d129516252d96,Clarke Valve,engineering_services,RI,no_building,simple,high,0.3,0.0,False,41.5862488,-71.4288557,41.5862488,-71.4288557,"42 Whitecap Dr, North Kingstown, RI, 02852-7445, US",No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2b890666b379503c9c3a07494124d,Law and Law,wills_trusts_and_probate,NY,no_building,simple,high,0.3,0.0,False,42.615909,-73.7033472,42.615909,-73.7033472,"77 Troy Rd, East Greenbush, NY, 12061-1330, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2ab38e6c9560403b1b8b59c797291,type + design,graphic_designer,OH,no_building,simple,high,0.3,0.0,False,41.5008204,-81.681165,41.5008204,-81.681165,"1422 Euclid Ave, Cleveland, OH, 44115-1901, US",No dedicated commercial structure is visible at the provided address; it appears to be a residential area or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f446ca9eb6434003b78845a6e897d7,Alpha Beta Sigma Alumni Chapter,professional_services,TX,no_building,simple,high,0.3,0.0,False,29.730082,-95.35622,29.730082,-95.35622,"3247 Elgin St, Houston, TX, 77004-3528, US",The address appears to be a residential area with no visible standalone commercial building.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f446c32675c71b0343002dc3adcb46,Fountain Forward,advertising_agency,TX,no_building,simple,high,0.3,0.0,False,29.7933437,-95.3772051,29.7933437,-95.3772051,"303 Tabor St, Houston, TX, 77009-5322, US",No dedicated commercial structure is visible at the address; the area appears residential.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f267457259dd1403c84dc2a332f8be,The Overture Group,employment_agencies,IA,no_building,simple,high,0.3,0.0,False,41.9758039,-91.6617275,41.9758039,-91.6617275,"411 6th Ave SE, Cedar Rapids, IA, 52401-1933, US",No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2aa18a801edaa033f1cd43e866355,CDC Software,software_development,PA,no_building,simple,high,0.3,0.0,False,41.0014167,-76.4578766,41.0014167,-76.4578766,"240 Market St, Bloomsburg, PA, 17815-1770, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2898da34928aa03ca988d587aa36b,Big Sky Beetle Works,professional_services,MT,no_building,simple,high,0.3,0.0,False,46.6123989,-114.090206,46.6123989,-114.090206,"5189 US Highway 93 N, Florence, MT, 59833-6829, US",No dedicated commercial structure is visible at the address; the area appears to be residential or undeveloped.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f262eb18820b11038fa15113abce27,Hoglund Law,bankruptcy_law,MN,no_building,multi_tenant,high,0.3,0.0,False,44.1648218,-94.0043797,44.1648218,-94.0043797,"11 Civic Center Plz Ste 6, Mankato, MN, 56001, US",No dedicated commercial structure is visible at the provided address; it appears to be a parking lot with surrounding buildings.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f266696d05249c039c63e848a715f7,Budget Print,printing_services,IL,no_building,simple,high,0.3,0.0,False,41.68398,-88.1272397,41.68398,-88.1272397,"424 Butterfly Rd, Bolingbrook, IL, 60490-4527, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f44ac496040b110309c3f1d1a54887,Alexander L. Domb,lawyer,FL,no_building,simple,high,0.3,0.0,False,26.650602,-80.2253759,26.650602,-80.2253759,"11199 Polo Club Rd, Wellington, FL, 33414-6000, US",The address appears to be a residential building with no clear commercial storefront visible.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f44a139437335103e06a38aec56a5e,Hoffer Pest Solutions,pest_control_service,FL,no_building,multi_tenant,high,0.3,0.0,False,26.137763,-80.1192,26.137763,-80.1192,"1975 E Sunrise Blvd., Ste 503, Fort Lauderdale, FL, 33304, US",No dedicated commercial structure is visible at the provided address; it appears to be a home-based business or residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f44a105c8c2a0803825a95d6cb6334,Orth Scott A Law Office,lawyer,FL,no_building,simple,high,0.3,0.0,False,26.032491,-80.18303,26.032491,-80.18303,"3880 Sheridan St, Hollywood, FL, 33021-3634, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f4452934195ce6031dce86a24e42db,The Morgan Law Group,lawyer,FL,no_building,simple,high,0.3,0.0,False,30.4064498,-87.2151709,30.4064498,-87.2151709,"25 W Cedar St, Pensacola, FL, 32502-5906, US",No dedicated commercial structure is visible at the provided address; it appears to be a residential area or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f266884ba30d5803ffaa04555bf149,Grace By Design,printing_services,KY,no_building,simple,high,0.3,0.0,False,38.1808721,-85.7613385,38.1808721,-85.7613385,"132 E Woodlawn Ave, Louisville, KY, 40214-1902, US",No dedicated commercial structure is visible; the area appears to have residential buildings and possibly home-based businesses.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2a30661c30a6003d3bd2b814b8bfa,PAN Communications,public_relations,MA,no_building,simple,high,0.3,0.0,False,42.359398,-71.051277,42.359398,-71.051277,"255 State St, Boston, MA, 02109-2615, US",No dedicated commercial structure is visible at the provided address; the area appears to be a mix of commercial and public spaces.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2a8454c232a100360d9e77194f7ef,JP Innovations,professional_services,PA,no_building,simple,high,0.3,0.0,False,40.625089,-79.9311249,40.625089,-79.9311249,"1077 Woodhill Dr, Richland Twp, PA, 15044-9271, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2759241564d1003b353f01157286e,Great Big Game Show,event_planning,IL,no_building,simple,high,0.3,0.0,False,41.85008,-87.95728,41.85008,-87.95728,"554 Oakbrook Ctr, Oak Brook, IL, 60523-9008, US",No dedicated commercial structure is visible at the provided address; it appears to be an empty lot or residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
low_confidence,08f2a12233ca622c03b6ff9d05ed9d2a,Graceful Home Design,engineering_services,PA,no_building,simple,high,0.3,0.0,False,40.4726724,-75.1599423,40.4726724,-75.1599423,"250 Durham Rd, Ottsville, PA, 18942-1724, US",No dedicated commercial structure is visible; the area appears to have residential buildings and possibly home-based businesses.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
multi_tenant,08f444b02eb5018803b9a7b920fe5198,Mother's Day Out Daycare Program,day_care_preschool,AR,multi_tenant,simple,low,1.0,0.0,False,34.4615934,-93.0603817,34.4615934,-93.0603817,"3819 Central Ave, Hot Springs, AR, 71913-6900, US",The current pin is already at the correct unit entrance for Mother's Day Out Daycare Program.,,,,False,,2,2b,office_suite,gpt-4o-mini,34.4615934,-93.0603817,1.0,34.46139878919278,-93.0606821060355,0.9,"The nearest parking lot entrance to the Mother's Day Out Daycare Program is located to the southwest of the building, accessible from the road. This entry point is the closest to the daycare's address.",both,,,,,,0.0,0.0
multi_tenant,08f44ad669a8b1400396f5c7bf0c9705,Southgate Shopping Center,shopping,FL,multi_tenant,complex,high,1.0,0.0,False,27.894065,-81.589175,27.894065,-81.589175,"132 State Road 60 E, Lake Wales, FL, 33853-4116, US",The current pin is already at the correct unit entrance for Southgate Shopping Center.,,,,True,,2,2a,strip_mall_tenant,gpt-4o-mini,27.894065,-81.589175,1.0,27.893761567898625,-81.589175,0.9,"The nearest parking lot entrance to the Southgate Shopping Center is directly accessible from State Road 60 E, which is visible in the image. This location is closest to the center of the shopping complex.",both,,,,,,0.0,0.0
