id,name,category_primary,region,tier_label,place_complexity,pin_ambiguity,should_move,offset_haversine_m,arrival_cost_m,gt_confidence,sidewalk_visible,parking_lot_crossing,barrier_detected
08f2a896f6b5854803af4bb688f7b236,All My Sons Moving & Storage,storage_facility,NC,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2759301db539d0356df261133ee31,Palatine Farmers' Market,farmers_market,IL,open_space,simple,low,True,35.3995415075149,50.4,0.9,False,False,False
08f266449c00cc880345dc74a77acb98,Cricket Wireless Authorized Retailer,mobile_phone_store,IL,standard_commercial,simple,low,False,0.0,0.0,0.9,,False,False
08f446e2248194530328289b55bb672e,Exxpress Mart 24,convenience_store,TX,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f489d59ab606c803517ccee128ff0f,Chateau Burg RV Resort,rv_park,TX,open_space,complex,high,True,10.30674736898296,35.31,0.9,False,True,False
08f2751a1516908a03f814751e4effd5,Kwik Trip,convenience_store,WI,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2af02a84552a403085d499ed658b9,Starbucks,coffee_shop,NC,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29b6d483656e903731964d5009641,"Windmill Suites Surprise, Ascend Hotel Collection",resort,AZ,standard_commercial,complex,high,True,40.95185318868716,50.95,0.9,,True,False
08f2651dac203d1e03fc19508b3f68e5,RIP Tavern,bar,MO,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44cd58aba2526031baf9befdb7b61,Akin Distribution,food_delivery_service,TN,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f28302267a036103662f4571745d57,Mayo Family Winery Reserve Room,winery,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f26463757538b30399d636cb6246ea,Baskin-Robbins,ice_cream_shop,MO,standard_commercial,simple,low,True,38.33425185456085,38.33,0.9,,False,False
08f2674576928ab1038fef3c18ebba82,Tomaso's Pizza,pizza_restaurant,IA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f26c1c1dd34af0033fa5aabf5080bd,Advanced Bail Bonds,bail_bonds_service,OK,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f267452ac90d0d03d0b4ff726162c4,Villa's Patio,mexican_restaurant,IA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f441a092b35a9e0379350d60cd0531,Piccola Italia Restaurant,italian_restaurant,FL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f266340d965902032f0e4e3468f049,Sol Del Mar Mexican Bar & Grill,mexican_restaurant,IL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a100a86eb76b03833e8ad2ed49ff,D & J Variety Store,discount_store,NY,standard_commercial,simple,low,True,10.09262554084332,10.09,0.9,,False,False
08f2674509885c23038e06e7245bf928,Rebekah Stewart Photography,event_photography,IA,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f267457259dd1403c84dc2a332f8be,The Overture Group,employment_agencies,IA,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f29a0a902565a903e695f84329a98c,Culichis & Beer,mexican_restaurant,CA,standard_commercial,simple,low,True,40.78760969309605,40.79,0.9,,False,False
08f28b2b594e687303992f9403da8b1a,The Flower Girl,flowers_and_gifts_shop,ID,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f4446366c49561036fa9c50a0ee874,Genia Nicole Photography,professional_services,LA,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f262808a182014037ee27b008cff1a,Forest City Inn,hotel,IA,standard_commercial,simple,medium,False,0.0,0.0,1.0,,False,False
08f2674c900f34160360d7e8b0f90b5a,Redbox,rental_kiosks,IA,multi_tenant,simple,low,False,0.0,0.0,1.0,,False,False
08f2a33ca646ca5e03a7a5ad39cb7d61,Byram Healthcare,medical_supply,MA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f283082aace49903c746101cc10ec0,Hermes San Francisco Store,shopping,,multi_tenant,simple,low,False,0.0,0.0,1.0,,False,False
08f2a89753b2a9a10318cdb00793d2c0,Tru by Hilton Wake Forest Raleigh North,resort,NC,standard_commercial,complex,high,True,39.80401790875224,49.8,0.9,,True,False
08f29a198484d5800367d470e964a245,Azzura Condos,accommodation,CA,standard_commercial,simple,low,True,40.786150358522406,40.79,0.9,,False,False
08f489c11a18e9a503b6c1208ae24280,La Regia Tortilla Factory,wholesale_store,TX,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2aa84e409a98503beb40c9ebc7e21,Hilton Garden Inn Bethesda Downtown,hotel,MD,standard_commercial,simple,medium,True,10.368016395282131,10.37,0.9,,False,False
08f261651e06bd0c03cf21a0044515f3,Syverson Tile and Stone,carpet_store,SD,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f48e96daaeb666036938586e519141,Little Caesars Pizza,pizza_restaurant,AZ,standard_commercial,simple,low,True,41.02038193751787,41.02,0.9,,False,False
08f2aa81a4a0b31903154651da960c6d,Beefalo Bobs Carryout,barbecue_restaurant,MD,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f4440cac4dc519034a2647a4c81576,Radiant Health of Baton Rouge,health_food_store,LA,standard_commercial,simple,low,True,18.544620991955338,18.54,0.9,,False,False
08f2a134d451eceb03cd2ad907fe8784,Kabuki Sushi,sushi_restaurant,PA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a94d32c5138103e6969e0bacdebe,Nori Japan,japanese_restaurant,OH,standard_commercial,simple,low,True,16.05940032196567,16.06,0.9,,False,False
08f26640e36996eb03378cc249869e38,Barney's Hub Bootery,shoe_store,IN,standard_commercial,simple,low,False,0.0,0.0,0.9,,False,False
08f2a9e4ebd084c0034a1c6245f921b0,El Jacalito,mexican_restaurant,KY,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a14daa84044b036e3c19d28dc8cc,Under Armour Factory House,designer_clothing,MA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a84cf0035135038ee0c8f795caff,Gateway China Company,shopping,PA,multi_tenant,simple,low,False,0.0,0.0,1.0,,False,False
08f4440c1a1854ee0304800dc17e6154,Capital Funeral Home Inc,funeral_services_and_cemeteries,LA,open_space,simple,low,False,0.0,15.0,0.8,False,False,False
08f2aa1a310b03650364aac940516716,"The Maid's Quarters Bed, Breakfast & Tearoom",bed_and_breakfast,PA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f298da4b50181e0365720407664266,Early Bird Farm & Mill,fruits_and_vegetables,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f48ebaaed548c403d0d17699281ee2,Mesa - Baseline and Ellsworth,pharmacy,AZ,standard_commercial,simple,low,True,41.07502576535669,41.08,0.9,,False,False
08f44f31a52731b60361e02a9b830193,Nautica Joes,american_restaurant,GA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f27526d478a9a3039cd30b0a6c6f56,Twin Cities Pawn & Jewelry,pawn_shop,MN,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f283409a36385d0319be9f4c7c7e08,The UPS Store 1330,printing_services,CA,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f4440c188c380203f2ac0746c66cc4,Royal Taste of Jamaica,eat_and_drink,LA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29ab99d8734420393ebd83bb96a80,Walmart Clovis - W Shaw Ave,supermarket,CA,standard_commercial,simple,low,True,38.205049719306274,38.21,0.9,,False,False
08f27526f3d2147503d64036df3ddddb,Techtonic Sales,professional_services,MN,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f2656016618aaa03f45a3b49b0ba01,Bessine Walterbach,lawyer,MO,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f29a40e26f1b1d035d502bb6c9942b,RushMyPassport in FedEx Office,courier_and_delivery_services,CA,no_building,multi_tenant,high,False,0.0,0.0,0.3,,False,False
08f48ebaad05ca2a0347342bf096873d,Superstition Springs Mall - GameStop,e_cigarette_store,AZ,standard_commercial,complex,high,True,17.956974701253152,27.96,0.9,,True,False
08f4440ca4cdbc9003a97ec1399b0363,Inspirations Furniture and Design,home_decor,LA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44c1a8b77624003aff6cf2c3b8ed7,The Fresh Market,supermarket,GA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a1068cad2d810393cdfc0e513ada,A & J Jewelers,jewelry_store,NJ,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44ad669a8b1400396f5c7bf0c9705,Southgate Shopping Center,shopping,FL,multi_tenant,complex,high,False,0.0,10.0,1.0,,True,False
08f446d31b6e4793039e4666235fdea2,BCS Road-Runner RV Campground,campground,TX,open_space,complex,high,False,0.0,25.0,0.9,False,True,False
08f2655cc3033164034b93fb99f8c768,StorageMart,self_storage_facility,MO,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2665cf5b0c65d0302a33ba778b85e,Frain Mortuary Inc,funeral_services_and_cemeteries,IN,open_space,simple,low,False,0.0,15.0,0.8,False,False,False
08f267676ab6ba300366cd1205c3152b,Concept by Iowa Hearing by AudioNova,hearing_aids,IA,standard_commercial,multi_tenant,medium,False,0.0,10.0,1.0,,True,False
08f2676769ca11520381d1d2e4c6d316,Super 8 Oskaloosa,hotel,IA,standard_commercial,simple,medium,False,0.0,0.0,1.0,,False,False
08f2ab125aad07a8039f9c8b5c72546b,North Lane Mercantile Quilts,arts_and_crafts,PA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f261650ad30512038354b0d63e8de4,Long John Silver's,fast_food_restaurant,SD,standard_commercial,simple,low,True,34.27603216243454,34.28,0.9,,False,False
08f48eba158c11580390feb233c68324,Sifting Sugar,bakery,AZ,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f48eba028e1c0b036d171224d6ba37,Denny's,diner,AZ,standard_commercial,simple,low,False,0.0,0.0,0.9,,False,False
08f2a1540bd756e003651b6fb5f6c9ae,UPS Access Point location,shipping_center,NY,multi_tenant,simple,low,False,0.0,0.0,1.0,,False,False
08f2a331530cc5910388c16221f06552,McDonald's,fast_food_restaurant,RI,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f26e5b1a3b68e003e55e9dcffec850,151 Coffee,coffee_shop,KS,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f26729644b4a0b03906a753f6872cf,Rancho Grande,restaurant,IA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a1468bb4b28a0348bfdfd6171b7e,Carmel Bagel Deli,bagel_shop,NY,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2661b752aaa150386d3b91079e4ae,SupremeX Packaging,office_equipment,IN,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44422e64860d403029d18e7beaf64,Wendy's,burger_restaurant,MS,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2af6c9ad09d1903fb1e2633e95845,Verizon Authorized Retailer - Wireless Zone,electronics,VA,standard_commercial,multi_tenant,medium,True,39.00462568266071,49.0,0.9,,True,False
08f265662658334b033411fe5742ff0e,Overland Park Five Dollar Notary Service,notary_public,KS,no_building,complex,high,False,0.0,0.0,0.3,,False,False
08f2a86ca296bc8503859270d28c7637,Roosters Wings,chicken_restaurant,OH,standard_commercial,simple,low,True,37.21033287708969,37.21,0.9,,False,False
08f2aa6ce44a1944030fdbbb4802a85d,American Off-Roads,retail,NY,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f26ee14cab68f40382e58595edfcc9,Archer Cleaners,dry_cleaning,OK,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2650205a223110381469967914729,Inked Threads,costume_store,MO,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f267184eb350d803674ef99ac0f071,DG Market,retail,IL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f264624077389503612f961b27e7fd,Werremeyer Creative,advertising_agency,MO,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f2830d2d903929034b7ab955f16325,Rahma Mediterranean Market,meat_shop,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2aac8c344505c03bc362f9abb3636,Prowler Bats,sporting_goods,PA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a33769d4596e03367546c7321553,Ocean State Job Lot,discount_store,RI,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a14b9b7b0310037fe024edf3636d,504 Honduran Cuisine,restaurant,CT,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f444655e6ea8480399fc3ab1f2df29,Aviva Wholesale,wholesale_store,LA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29a0b2ea202f603f7c6de8f2acf8e,Cafe Rio,mexican_restaurant,CA,standard_commercial,simple,low,True,17.896230351542975,17.9,0.9,,False,False
08f2aad771ac925d03c7ec7d35274b45,Family Dollar,discount_store,DE,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a9574335b4e203c03c8786601f58,True Value,hardware_store,OH,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f274bd7501c96e03507df8a5edcb91,Russell Cellular,electronics,MI,standard_commercial,simple,low,False,0.0,0.0,0.9,,False,False
08f12db0c2a0b692038632ab1b6f87f4,Exxon,convenience_store,WA,standard_commercial,simple,low,True,33.07404869679519,33.07,0.9,,False,False
08f446c2589a129903f88f347d30f0b4,Trudy's Hallmark Shop,gift_shop,TX,standard_commercial,multi_tenant,medium,True,42.52678034988914,52.53,0.9,,True,False
08f2640574c719a1038a23d84a84f10e,Dollar General,discount_store,IL,standard_commercial,simple,low,True,38.51546416117398,38.52,0.9,,False,False
08f44f046632314a0366dc34a62bce63,Avalanche Ice,machine_and_tool_rentals,FL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f264d10e4998140334ab60d1b30387,Nashville Daily Spirits,liquor_store,TN,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f260e95a4a674a03a3635a241aff4d,J D Spirits,liquor_store,IA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f267073129518503f1f39ec39950a4,United States Postal Service,shipping_center,IA,multi_tenant,simple,low,False,0.0,0.0,0.9,,False,False
08f2a13cc5bb106d03d6b304e0cd25bf,Residence Inn by Marriott,hotel,NJ,standard_commercial,simple,medium,True,37.57661650800287,37.58,0.9,,False,False
08f260a1062864a203e040c1cc697ce6,Paper Puller Inc,home_improvement_store,NE,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a866dc4c212003926906cd56590d,Straight Talk,mobile_phone_store,OH,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2668b335919ab03cf315965459f09,Oriental Supermarket,grocery_store,KY,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2749969a0524a032709b1668d60a4,Grainger,retail,MI,standard_commercial,simple,low,False,0.0,0.0,0.9,,False,False
08f26e5a0b13048103d1842a969f548f,Pyro Papas Fireworks,firework_retailer,KS,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a134dd6e808d038bb5597b7d373d,Westville Appliances II,appliance_store,NJ,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a98ba908c89403ed8847c6c2854b,Rc's Country Store & Fillin' Station,convenience_store,WV,standard_commercial,complex,high,False,0.0,10.0,0.9,,True,False
08f48d691a31bc9403f37948838961ca,Holiday Inn Express Kermit,hotel,TX,standard_commercial,simple,medium,False,0.0,0.0,1.0,,False,False
08f0c73381d9d46b033172a6b7234c7d,Arti-Circle Framing and Restoration,arts_and_crafts,AK,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44464254361ae03f3b6c60ed3150e,The Hotel Modern,hotel,LA,standard_commercial,simple,medium,False,0.0,0.0,1.0,,False,False
08f260d872af00f10372d622a880ca22,Sherwin-Williams Commercial Paint Store,paint_store,IA,standard_commercial,multi_tenant,medium,False,0.0,10.0,1.0,,True,False
08f29a926d790723035579618f9c1a4b,Gerd Schneider Nursery LLC,nursery_and_gardening,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f26aa4de0a6b51039de62dd321ddd4,Sugar Mill Self Storage,storage_facility,CO,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a3315b6544f10360fb62f827a802,Baxter's Fine Jewelry,jewelry_store,RI,standard_commercial,simple,low,True,36.70172017405695,36.7,0.9,,False,False
08f262808e41d0e30328cf1d5ba63646,Ay Jalisco,mexican_restaurant,IA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f444650a64204803eb7d34f9ac3d6b,Huey P's Pizzeria,pizza_restaurant,LA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29a0969036391032504daedc00ff3,Surf Cycle Laundromat,laundromat,CA,standard_commercial,simple,low,True,41.03267699766569,41.03,0.9,,False,False
08f44465197768a403022aac4dc8d170,Kirkpatrick & Associates,bankruptcy_law,LA,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f446ca8d335135037da2a5956849b2,Grand Lux Cafe,american_restaurant,TX,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a8ba69564b0b03324dd9172daaf5,Petro Express,convenience_store,NC,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29b6c1085a4c40386bb83e738e9b1,T-Mobile,mobile_phone_store,AZ,standard_commercial,simple,low,True,40.93607674508848,40.94,0.9,,False,False
08f2640c507a574b03f3da764f851ea1,Soccer Master,sporting_goods,IL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2aae6e2699792032739471653a76d,O'Hurley's General Store,grocery_store,WV,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29a0af019b8910363e932cc289a79,Simran International,event_planning,CA,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f44f055bd06889038fa1dd2bc20326,Hyatt Place Jacksonville / St. Johns Town Center,resort,FL,standard_commercial,complex,high,False,0.0,10.0,1.0,,True,False
08f2989a065a5d0403e16b3b90be285b,stoke the goat,sporting_goods,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2a101ac0b62c303ac2139e17f331c,Sapori of Scarsdale,italian_restaurant,NY,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f276b26e08121e039046f4ad2e4a6a,Steinkopf and Sons Wholesale Nursery,nursery_and_gardening,MI,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2830084963282035c204c30c55569,Lucky Jelly Donuts,donuts,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f5d1151a5039630335512ed58ecdd7,Terminix,pest_control_service,HI,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f441a12dbac13003b106aaa5be2fe7,"Florin Legal, P.A.",lawyer,FL,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f2a9b196871183034b75b8300ee6cb,AT&T Store,mobile_phone_store,KY,standard_commercial,simple,low,True,39.37281162862615,39.37,0.9,,False,False
08f44dc41d1061b503c6c8a20c2caa4e,Rough Water Docks,construction_services,SC,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f26cb9a59a025a03875eda2c24729d,Docent Steak,steakhouse,TX,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f48cd34825e85103d02d6fa8c831ba,Sedona Wedding Services,wedding_planning,AZ,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f2a132cb013a5c0314172d0aab2dd4,Il Verdi,italian_restaurant,NJ,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f268cd1b32a45c03b9137cddcec17b,Sweetlife Adventures,event_planning,CO,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f444654c8ae4d80340522ac5f31879,Popeyes® Louisiana Kitchen,chicken_restaurant,LA,standard_commercial,simple,low,True,42.60687251207023,42.61,0.9,,False,False
08f2719c9cb63b9e03f3042c44b0f1c9,Dakota Supply Group,wholesale_store,ND,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f26c115d24c16c036806b477225778,McDonald's,fast_food_restaurant,OK,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29aeb2324221103fb2902d8a4ce1a,Carnitas Michoacan,restaurant,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2aab64b4b5b1b0336397ed3529bbb,Krispy Krunchy Chicken,chicken_restaurant,VA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44a829db7442d03c72d9448c9f367,Corey's Bagels On the Beach,bagel_shop,FL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2aaa868d1969303c6cecc3cb5faf2,64clicks,advertising_agency,VA,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f27592e5d500db03c0c18956e61e37,Phan Thiet Oriental Market,supermarket,IL,standard_commercial,simple,low,False,0.0,0.0,0.9,,False,False
08f269d8cd34e8e303a6861b23cf6202,Quality Inn Near Western State Colorado University,inn,CO,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44a9971995b8d033809c3eb479d1b,Conroy Security LLC,professional_services,FL,no_building,simple,high,False,0.0,0.0,0.3,,False,False
08f2836204903b8603c7ac8fb9b8347b,College Square Shopping Center,shopping_center,CA,multi_tenant,complex,high,False,0.0,10.0,0.9,,True,False
08f2a90b6e6769b1035621289d944758,Giant Eagle,grocery_store,OH,standard_commercial,simple,low,True,16.450415718589895,16.45,0.9,,False,False
08f44f622db8b74b03b78a48a5e33a2f,Outback Steakhouse,steakhouse,FL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44c8645a0da92031ef0c62c8c52cc,Los Primos,texmex_restaurant,TN,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f28300a306e24e0322af6f6f066631,Laundry Depot,laundromat,CA,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f2af620971db1e03bada0c7192cb83,T.J. Maxx,clothing_store,VA,standard_commercial,simple,low,True,39.39905601386771,39.4,0.9,,False,False
08f44a972b84c395034dd2155db26a80,Ace Hardware of Oviedo,retail,FL,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f44554099b56f303491a2145c1f16b,Jacked Up Coffee Bar,coffee_shop,MS,standard_commercial,simple,low,False,0.0,0.0,1.0,,False,False
08f29a0b6a91042003c04bfbd9fdb8c1,Shilpark Paint - Garden Grove,paint_store,CA,standard_commercial,complex,high,True,40.886837175774055,50.89,0.9,,True,False
08f26de6a02c967003fecdb22a4db690,Red Roof,hotel,TX,standard_commercial,simple,medium,False,0.0,0.0,1.0,,False,False
08f28d6af3195b1503430bdef9758127,Beaver Valley Lodge,hotel,WA,standard_commercial,simple,medium,False,0.0,0.0,1.0,,False,False
08f27526d406977403c9dc45b0429797,1st Cup Cafe,coffee_shop,MN,standard_commercial,simple,low,True,34.810519547122894,34.81,0.9,,False,False
08f2a94d831ae36b033f5076ccb2ccc7,Baymont Inn & Suites by Wyndham Swanton/Toledo Airport,resort,OH,standard_commercial,complex,high,False,0.0,10.0,1.0,,True,False
