id,name,category_primary,region,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m
08f44a9ba233292603ba51909069e795,Papa John's Pizza,pizza_restaurant,FL,28.3484012,-81.665013,28.3484012,-81.665013,1.0,"The current pin location is at the center of the building, which is appropriate for a restaurant's primary customer entrance.",gpt-4o-mini,"17445 US Highway 192, Clermont, FL, 34714-7016, US",0.0,0.0,0.0
08f44f6a95c9b02103105fd40c76bfe4,Flagler Habitat ReStore,furniture_store,,29.5551211,-81.2687104,29.5551211,-81.2687104,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the Flagler Habitat ReStore.",gpt-4o-mini,"5 Hargrove Grde, 32137, US",0.0,0.0,0.0
08f2aa2dae58bbb003c7483acb4674bd,Attorney David Chrispell,divorce_and_family_law,NY,42.035046,-79.286929,42.035046,-79.286929,0.9,"The current pin location appears to be at the center of the property, which is likely the main entrance for the office of Attorney David Chrispell.",gpt-4o-mini,"815 Busti-Sugar Grove Rd, Busti, NY, 14701-9588, US",0.0,0.0,0.0
08f2aa8c744b0c80039656f47402c67c,Albarka hala market بقالة البركه العربيه,grocery_store,MD,39.28645,-76.59381,39.28645,-76.59381,1.0,"The current pin location is correctly placed at the center of the building, which aligns with the main entrance of the grocery store.",gpt-4o-mini,"400 S Broadway, Baltimore, MD, 21231-2409, US",0.0,0.0,0.0
08f2a100dedae419036be0a1f14b7d61,Fawen Drinkable Soup,soup_restaurant,NY,40.7163169,-73.9602064,40.7163169,-73.9602064,0.9,"The current pin location appears to be centrally located within the building, which is likely the correct position for the restaurant's primary customer entrance.",gpt-4o-mini,"134 N 4th St, New York, NY, 11249-3296, US",0.0,0.0,0.0
08f4899793ce20a50368903a9994970e,Boomstick Arsenal ,gun_and_ammo,TX,31.708,-98.97618,31.708,-98.97618,0.9,"The current pin location appears to be centrally located within the property, likely near the main entrance of the business.",gpt-4o-mini,"1515 Austin Ave, Brownwood, TX, 76801-3650, US",0.0,0.0,0.0
08f2a33076945d9903d177270b372474,Divines Fabric & Sewing Nook,fabric_store,RI,41.7544673,-71.4767864,41.7544673,-71.4767864,0.9,"The current pin location appears to be centrally located along the storefronts, likely representing the main entrance of Divines Fabric & Sewing Nook.",gpt-4o-mini,"689 Oaklawn Ave, Cranston, RI, 02920-2815, US",0.0,0.0,0.0
08f28843556560f303f2d601df458d20,Arabian Select,marketing_agency,ID,43.5732806,-116.5451874,43.5732806,-116.5451874,0.9,"The current pin location appears to be at the center of the property, which is likely the main entrance for the marketing agency.",gpt-4o-mini,"2111 E White Oak Ct, Nampa, ID, 83687-5038, US",0.0,0.0,0.0
08f44da0e5a35d1c03f77e4e0e28eee1,TNT Fireworks,firework_retailer,NC,35.3401482,-80.1760546,35.3401482,-80.1760546,0.9,"The current pin location appears to be centrally located within the building footprint, which is likely where the main entrance or storefront is situated.",gpt-4o-mini,"781 Leonard Ave, Albemarle, NC, 28001-5257, US",0.0,0.0,0.0
08f26752d85b4ae3039c689b21e33c2f,U.S. Cellular,mobile_phone_repair,IL,40.567158,-90.035141,40.567158,-90.035141,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the mobile phone repair shop.",gpt-4o-mini,"855 N Main St, Canton, IL, 61520, US",0.0,0.0,0.0
08f2640c9a71d245039f55ef55649272,Twice Blessed Resale Shop,thrift_store,MO,38.5805446,-90.2415326,38.5805446,-90.2415326,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the thrift store.",gpt-4o-mini,"3312 Meramec St, St Louis, MO, 63118-4311, US",0.0,0.0,0.0
08f4413c53b8250d0315d1f66642b344,Cafe on the Bay - Coffee Shop Featuring Lavazza Coffee,cafe,FL,26.139555,-81.7866526,26.13941052771395,-81.78675988786982,0.8,"The pin should be placed closer to the primary customer entrance of the cafe, which is likely facing the street rather than the center of the building.",gpt-4o-mini,"1500 5th Ave S, Naples, FL, 34102-3492, US",19.307232288278694,19.328949288907953,26.80443143930946
08f29b6c2eb90cd603521d634f27df00,Cellular Sales,electronics,AZ,33.639793,-112.152361,33.639793,-112.152361,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for Cellular Sales, making it a suitable placement.",gpt-4o-mini,"4304 W Bell Rd, Glendale, AZ, 85308-3547, US",0.0,0.0,0.0
08f2aaa78451824903e1d237d3e5da5d,Fish Trap,holiday_rental_home,VA,38.743153,-78.439934,38.743153,-78.439934,1.0,"The current pin location appears to be at the center of the property, which is appropriate for a holiday rental home.",gpt-4o-mini,"5356 S Page Valley Rd, Luray, VA, 22835-2756, US",0.0,0.0,0.0
08f29b6d483656e903731964d5009641,"Windmill Suites Surprise, Ascend Hotel Collection",resort,AZ,33.637745,-112.331292,33.63783432321337,-112.33123835606509,0.9,"The main lobby entrance of the Windmill Suites is located on the side facing the road, slightly to the right of the current pin location. This adjustment places the pin closer to the actual entrance.",gpt-4o-mini,"12545 W Bell Rd, Surprise, AZ, 85378, US",11.104634595218057,11.117125218054003,14.915187590008973
08f445ca980680e203ab6139c1d5aebc,Faith Academy of Jackson,day_care_preschool,MS,32.324463,-90.2963044,32.324463,-90.2963044,0.9,"The current pin location appears to be centrally located within the property, likely near the main entrance of the daycare facility.",gpt-4o-mini,"5835 Highway 80 W, Jackson, MS, 39209-3514, US",0.0,0.0,0.0
08f4416ab008d42403cb719b2537d69d,Dion's Quik Chik,convenience_store,FL,24.5963155,-81.6589091,24.5963155,-81.6589091,0.9,"The current pin location appears to be at the center of the property, which is likely the main entrance for customers accessing Dion's Quik Chik.",gpt-4o-mini,"451 Overseas Hwy, Key West, FL, 33040-5661, US",0.0,0.0,0.0
08f29b6d1185415103e6ad64ad588b21,Starr Law Firm,wills_trusts_and_probate,AZ,33.5169785,-112.0583944,33.5169785,-112.0583944,1.0,"The current pin location appears to be correctly placed at the center of the building, which is appropriate for an office/professional service.",gpt-4o-mini,"1110 E Missouri Ave, Phoenix, AZ, 85014-0025, US",0.0,0.0,0.0
08f48ee17088ec6903956b34bcafebe9,LifeSafer Ignition Interlock,clothing_store,AZ,31.4995479,-110.256839,31.4995479,-110.256839,1.0,"The current pin location appears to be correctly placed at the center of the building, which is likely the main entrance for the business.",gpt-4o-mini,"3827 S Highway 92, Sierra Vista, AZ, 85650-5775, US",0.0,0.0,0.0
08f2a1068cad2d810393cdfc0e513ada,A & J Jewelers,jewelry_store,NJ,40.5416368,-74.3613597,40.5416368,-74.3613597,0.9,"The current pin location appears to be centrally located within the block where A & J Jewelers is situated, suggesting it is correctly placed for the storefront facing Main St.",gpt-4o-mini,"412 Main St, Metuchen, NJ, 08840-1807, US",0.0,0.0,0.0
08f260e65ed2c5b1038d5b65accf173a,The Nebraska Cremation Society,funeral_services_and_cemeteries,NE,41.2140638,-96.6187596,41.2140638,-96.6187596,1.0,"The current pin location appears to be correctly placed at the center of the property, which is appropriate for a professional service like a cremation society.",gpt-4o-mini,"911 N Linden St, Wahoo, NE, 68066-1735, US",0.0,0.0,0.0
08f2a100d848849b03dc076f70e194f6,Katziela,pet_store,NY,40.6887476,-73.9555614,40.6887476,-73.9555614,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the pet store.",gpt-4o-mini,"203 Clifton Pl, New York, NY, 11216-5180, US",0.0,0.0,0.0
08f2a100c338916003d9d5f8b3f40a22,Telco Stores,department_store,NY,40.7006783,-73.8953824,40.7006783,-73.8953824,0.9,"The current pin location appears to be centrally located within the area of the department store, suggesting it is appropriately placed for the main entrance.",gpt-4o-mini,"60-80 Myrtle Ave, Ridgewood, NY, 11385, US",0.0,0.0,0.0
08f2a1432b0f4ca50370e18c5a48038d,CMC Energy Services,inspection_services,CT,41.491578,-72.7874982,41.491578,-72.7874982,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for CMC Energy Services.",gpt-4o-mini,"4 Tower Dr, Wallingford, CT, 06492, US",0.0,0.0,0.0
08f44ebb685b221a03212a4e3d6d72ff,Cullman Smoke and Vapes,tobacco_shop,AL,34.1716211,-86.8512725,34.1716211,-86.8512725,0.9,"The current pin location appears to be centrally located within the property, likely representing the main entrance of the business.",gpt-4o-mini,"1206 4th St SW, Cullman, AL, 35055-3923, US",0.0,0.0,0.0
08f2668b004d59b3034108b8e30c9403,LongHorn Steakhouse,steakhouse,KY,38.1397122,-85.6726785,38.1397122,-85.6726785,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the LongHorn Steakhouse.",gpt-4o-mini,"4813 Outer Loop, Louisville, KY, 40219, US",0.0,0.0,0.0
08f264d10e4998140334ab60d1b30387,Nashville Daily Spirits,liquor_store,TN,36.112259,-86.7640078,36.112259,-86.7640078,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for Nashville Daily Spirits, a liquor store.",gpt-4o-mini,"708 Thompson Ln, Nashville, TN, 37204-3610, US",0.0,0.0,0.0
08f48ebaf289239303a943c849dbf01f,Redbox,music_and_dvd_store,AZ,33.4510063,-111.6834104,33.4510063,-111.6834104,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the music and DVD store.",gpt-4o-mini,"2005 N Power Rd, Mesa, AZ, 85215-2973, US",0.0,0.0,0.0
08f2aa189b436329033fd50b4d529bc5,Service Printery,commercial_printer,PA,40.9606991,-76.6145541,40.96073960972242,-76.61466138786983,0.8,"The pin should be placed closer to the storefront facing Church St, which appears to be the main entrance for the commercial printer.",gpt-4o-mini,"453 Church St, Danville, PA, 17821, US",10.072311199211386,10.08364065287911,13.528624130012847
08f265b02db0c93203bffca9a27c2ec0,Big K's Catfish Barn,restaurant,AR,34.8237898,-91.6386699,34.8237898,-91.6386699,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for customers accessing the restaurant.",gpt-4o-mini,"401 N Anderson Rd, Hazen, AR, 72064, US",0.0,0.0,0.0
08f29aeb742ca64403afa7be6aae6ef6,Chevron Station Bakersfield,convenience_store,CA,35.383899,-119.110423,35.383899,-119.110423,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the Chevron Station.",gpt-4o-mini,"9700 Rosedale Hwy, Bakersfield, CA, 93312, US",0.0,0.0,0.0
08f29a198484d5800367d470e964a245,Azzura Condos,accommodation,CA,33.9846102,-118.4450189,33.98469916178667,-118.44496525606507,0.9,"The pin should be placed near the main lobby entrance of Azzura Condos, which is closer to the street and visible in the satellite imagery.",gpt-4o-mini,"13700 Marina Pointe Dr, Los Angeles, CA, 90292, US",11.059702127951349,11.072142210938903,14.854836547734065
08f264a86a6534b0038003a5f844d012,Finish Line,shoe_store,TN,35.6572467,-88.8306536,35.65720311329808,-88.83076088786983,0.8,"The pin should be placed closer to the main entrance of the shoe store, which appears to be located on the side facing the parking lot.",gpt-4o-mini,"2021 N Highland Ave, Jackson, TN, 38305, US",10.837374420743343,10.849564426743829,14.556217621132843
08f283471430032903106b9322ad0778,El Avisador Magazine,newspaper_and_magazines_store,CA,37.3425819,-121.9097531,37.34262454815638,-121.90969945606508,0.9,"The pin should be placed near the main entrance of El Avisador Magazine, which is likely facing the street. The current pin is slightly off from the storefront location.",gpt-4o-mini,"460 W Taylor St, San Jose, CA, 95110, US",6.706565505836694,6.714109128832255,9.495184189247485
08f2832863aa3622038a45f6e33eb6d1,Bains Marinated Meat Shop,butcher_shop,CA,38.452851,-121.3742691,38.452851,-121.3742691,1.0,"The current pin location is at the center of the building, which is appropriate for a butcher shop as it likely represents the main entrance or storefront facing the street.",gpt-4o-mini,"8851 Calvine Rd, Sacramento, CA, 95828-9340, US",0.0,0.0,0.0
08f26cc55319137503a9f7a7f4ad9e52,Mazzio’s Pizza & Wings,pizza_restaurant,OK,34.5067431,-96.9851585,34.5067431,-96.9851585,0.9,"The current pin location appears to be at the center of the property, which is likely the correct location for Mazzio’s Pizza & Wings, as it aligns with the main entrance facing the street.",gpt-4o-mini,"1400 W Broadway Ave, Sulphur, OK, 73086, US",0.0,0.0,0.0
08f26c12b62e3531038d666ec4fb8300,Rusty's Shop Lindsay,tobacco_shop,OK,34.8386538,-97.6065795,34.8386538,-97.6065795,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for customers accessing Rusty's Shop Lindsay.",gpt-4o-mini,"204 NW 4th St, Lindsay, OK, 73052-4048, US",0.0,0.0,0.0
08f441a176081084030d79833a998de6,Easidance Ballroom,venue_and_event_space,FL,28.0856179,-82.5347388,28.0856179,-82.5347388,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the Easidance Ballroom venue.",gpt-4o-mini,"5111 Ehrlich Rd Ste. 140, Tampa, FL, 33624, US",0.0,0.0,0.0
08f28d5576ae9635031b6974e2a54d8d,Mattress Firm,mattress_store,WA,47.5225566,-122.3667933,47.52252037425618,-122.36690058786982,0.9,"The pin should be placed near the main entrance of the Mattress Firm store, which is likely facing the parking lot and street. The current pin is too centered and does not accurately reflect the storefront location.",gpt-4o-mini,"2600 SW Barton St, Seattle, WA, 98126-3765, US",9.007150227942262,9.017281577077538,12.097952190310046
08f27592cb8a4a280344e740b620c475,Peter Troost-Naperville,funeral_services_and_cemeteries,IL,41.765735,-88.149296,41.76581502328384,-88.14924235606509,0.8,"The pin should be placed closer to the main entrance of the funeral services building, which appears to be on the right side of the image, slightly off the center.",gpt-4o-mini,"705 S Washington St, Naperville, IL, 60540, US",9.94846998884416,9.959660144737976,13.362285159033426
08f2af695c9198b303228c8767346ebe,Northampton Custom Milling,construction_services,VA,37.4730492,-75.8577458,37.4730492,-75.8577458,0.9,"The current pin location appears to be centrally located within the property, which is appropriate for a construction services business. It likely represents the main entrance or access point.",gpt-4o-mini,"10168 Shell St, Nassawadox, VA, 23413, US",0.0,0.0,0.0
08f265296388c098031f4ba21ad6ca0b,Redbox,rental_kiosks,MO,38.5648701,-94.1918748,38.5648701,-94.1918748,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the rental kiosk.",gpt-4o-mini,"98 Old Highway 7, Garden City, MO, 64747, US",0.0,0.0,0.0
08f2664d8cd06d650342fd3f524b701b,Rolling Shutters by NSS,window_treatment_store,IL,42.015773,-87.667259,42.015773,-87.667259,0.9,"The current pin location appears to be at the center of the building, which is likely the correct placement for the storefront of a window treatment store.",gpt-4o-mini,"1429 W Jarvis, 1B, Chicago, IL, 60626, US",0.0,0.0,0.0
08f2a322da4e389c034d169b87a7de62,Taproom Bar and Grill,pub,MA,42.15371,-72.421217,42.153789537545386,-72.42116335606508,0.9,"The pin should be placed closer to the main entrance of the Taproom Bar and Grill, which appears to be on the side facing the parking lot and street.",gpt-4o-mini,"2823 Boston Rd, Wilbraham, MA, 01095, US",9.888083124694546,9.899205356549801,13.281176547767867
08f2886ce44d9c250383d2d9dfaef9ba,River Run Day Lodge,lodge,ID,43.6960906,-114.3540001,43.6960906,-114.3540001,1.0,"The current pin location appears to be at the center of the lodge, which is likely the main lobby entrance.",gpt-4o-mini,"1 Sun Valley Rd, Sun Valley, ID, 83353, US",0.0,0.0,0.0
08f2659aedae34f203c072def8b635ff,Mid South Vapors,e_cigarette_store,MS,34.9630326,-89.9359213,34.9630326,-89.9359213,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the e-cigarette store.",gpt-4o-mini,"3038 Goodman Rd E, Southaven, MS, 38672-8760, US",0.0,0.0,0.0
08f2aae92020241803878966080d3ceb,Ruby Tuesday,pub,PA,40.2528659,-76.8180993,40.252947782118355,-76.81793836819526,0.9,"The pin should be placed closer to the main entrance of Ruby Tuesday, which appears to be on the side facing the parking lot, rather than the center of the image.",gpt-4o-mini,"3991 Paxton St, Harrisburg, PA, 17111, US",16.414042022626703,16.432504728952853,22.787785266475886
08f260e254d36a0503e2d0c4495db879,Atlas MedStaff,employment_agencies,NE,41.2684535,-96.086573,41.2684535,-96.086573,1.0,"The current pin location is at the center of the building, which is appropriate for an office/professional service like Atlas MedStaff, as it likely represents the main entrance.",gpt-4o-mini,"11159 Mill Valley Rd, Omaha, NE, 68154-3933, US",0.0,0.0,0.0
08f2a3054ea4bc2c0308234bfb2adf95,Shaw's,drugstore,NH,42.81518,-71.10283,42.815258700998335,-71.10266906819525,0.8,"The pin should be placed closer to the main entrance of Shaw's, which is likely facing the street. The current pin is too centered and does not accurately represent the storefront location.",gpt-4o-mini,"4 Plaistow Rd, Plaistow, NH, 03865, US",15.776356204275238,15.79410163439863,21.90247947586044
08f26aa68b582a530302d75803178ea0,The Law Office of Greg McMahon,criminal_defense_law,CO,39.8860287,-104.8295964,39.8860287,-104.8295964,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the law office.",gpt-4o-mini,"13575 E 104th Ave, Commerce City, CO, 80022-8400, US",0.0,0.0,0.0
08f2a30d5a2642830391da71c64e6845,Raef Granger,professional_services,NH,43.0770043,-70.7591796,43.07704348348539,-70.75928688786982,0.8,"The pin should be placed closer to the main entrance of the building where Raef Granger is located, which appears to be on the street side rather than the center of the building.",gpt-4o-mini,"155 Fleet St, Portsmouth, NH, 03801-4050, US",9.742556382682537,9.753514924420001,13.085713992168799
08f2ad30924e9c1203060cb9ebb1647e,Cinnabon,restaurant,SC,33.70097,-78.92178,33.70105925757775,-78.92161906819526,0.8,"The pin should be placed closer to the main entrance of the Cinnabon, which is likely facing the parking lot and the main thoroughfare. The current pin is too centered and does not accurately reflect the storefront location.",gpt-4o-mini,"2000 Coastal Grand Cir, Myrtle Beach, SC, 29577, US",17.89252340079322,17.912649120075404,24.840376145594846
08f26d34c240b2f303f8808838cefdbc,Space Out Smoke,tobacco_shop,NM,34.4189634,-103.1949109,34.41891914769847,-103.19501818786982,0.8,"The pin should be placed closer to the storefront of Space Out Smoke, which appears to be located on the side of the building facing the street. The current pin is too centered and does not accurately represent the main entrance.",gpt-4o-mini,"2017 N Prince St, Clovis, NM, 88101-4858, US",11.002868682492375,11.015244838388064,14.778501227166222
08f291a6d1a532960323a55ae1ba2838,Charlotte Tilbury,retail,CA,36.5845358,-121.8990335,36.58462194983859,-121.89887256819526,0.9,"The pin should be placed closer to the main entrance of the retail store, which is likely facing the parking lot and the main road. The current pin is too centered and does not accurately reflect the storefront location.",gpt-4o-mini,"230 Del Monte Ctr, Monterey, CA, 93940, US",17.269547310609262,17.28897230029708,23.975492053709992
08f44c105d6a5d1603db1914eca3ef9b,Graphic Packaging International,professional_services,GA,33.8167899,-84.1843874,33.81665619440991,-84.18449468786983,0.8,"The pin should be placed closer to the main entrance of the building, which appears to be on the side facing the parking area. The current pin is too far from the entrance.",gpt-4o-mini,"5853 E Ponce de Leon Ave, Stone Mountain, GA, 30083-1503, US",17.8683752165844,17.888473773900994,24.80685157112139
08f2a88c0172c2e6034993a340bdd588,Plato's Closet,thrift_store,VA,37.387747,-79.240856,37.387747,-79.240856,1.0,"The current pin location appears to be at the center of the building, which is appropriate for a thrift store like Plato's Closet, as it likely represents the main entrance or storefront facing the street.",gpt-4o-mini,"1033 Woodberry Square Pl, Lynchburg, VA, 24502-5191, US",0.0,0.0,0.0
08f262568a09eab403665ed04ca891ce,Neil Yamry Construction,construction_services,MN,45.7182047,-94.521765,45.7182047,-94.521765,0.9,"The current pin location appears to be at the center of the property, which is likely the main entrance for the construction services business.",gpt-4o-mini,"20064 410th St, Albany, MN, 56307-4513, US",0.0,0.0,0.0
08f268c60aac938a034f1b71440f10c8,Danielle Chantaca Realty Services,appraisal_services,CO,38.8622983,-104.758061,38.8622983,-104.758061,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the appraisal services business.",gpt-4o-mini,"2020 N Academy Blvd, Colorado Springs, CO, 80909-1558, US",0.0,0.0,0.0
08f27594ed4150810334c6ccbbfb7cab,United Pipe & Steel,professional_services,IL,42.2429913,-88.8825787,42.2429913,-88.8825787,1.0,"The current pin location appears to be at the center of the building, which is appropriate for a professional services office, as it likely represents the main entrance.",gpt-4o-mini,"3458 Morreim Dr, Belvidere, IL, 61008-6308, US",0.0,0.0,0.0
08f2a1348d180d1a03f96902692842d3,Alfonso Cannon Funeral Chapels,funeral_services_and_cemeteries,PA,39.9883977,-75.1555179,39.9883977,-75.1555179,1.0,"The current pin location is at the center of the building, which is appropriate for a funeral chapel as it likely represents the main entrance facing the street.",gpt-4o-mini,"2315 N Broad St, Philadelphia, PA, 19132-4504, US",0.0,0.0,0.0
08f2668d1061566103cc69146e0a81f3,Paoli Liquors,liquor_store,IN,38.5563934,-86.4659364,38.5563934,-86.4659364,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for Paoli Liquors, making it a suitable placement.",gpt-4o-mini,"216 E Main St, Paoli, IN, 47454-1534, US",0.0,0.0,0.0
08f444c4b6d28450030ae62b55befb89,Sonic Drive-In,fast_food_restaurant,LA,32.239261,-92.7106443,32.239351747065335,-92.71059065606508,0.9,"The pin should be placed closer to the main entrance of the Sonic Drive-In, which is visible on the satellite image. The current pin is slightly off from the storefront facing the street.",gpt-4o-mini,"594 Old Winnfield Rd, Jonesboro, LA, 71251-3853, US",11.281647480000519,11.294337209341936,15.152942447694162
08f2a1065b81504903eafee7a32813de,Bath & Body Works,hair_supply_stores,NJ,40.4107822,-74.1454483,40.41086389073585,-74.14555558786982,0.9,"The pin should be placed closer to the main entrance of Bath & Body Works, which is located on the side facing the parking lot. The current pin is too centralized and does not accurately represent the storefront location.",gpt-4o-mini,"2130 State Route 35, Holmdel, NJ, 07733-3116, US",12.84613988264813,12.860589371583913,18.18761990940441
08f44f31a52731b60361e02a9b830193,Nautica Joes,american_restaurant,GA,31.1501474,-81.4958362,31.15023921853264,-81.49578255606508,0.8,"The pin should be placed near the primary customer entrance of Nautica Joes, which is likely located closer to the street rather than the center of the building.",gpt-4o-mini,"1523 Newcastle St, Brunswick, GA, 31520-6806, US",11.414852002926702,11.427691562122329,15.331856105499217
08f2659b08855a7503594e72bf627c4c,Yale Tire and Auto Tech,tire_shop,TN,35.2208683,-89.9271509,35.220955947204736,-89.92709725606508,0.8,"The pin should be placed closer to the main entrance of Yale Tire and Auto Tech, which appears to be on the side facing the street, slightly to the right of the current pin location.",gpt-4o-mini,"3491 Ramill Rd, Memphis, TN, 38128, US",10.896273667750421,10.90852992404541,14.63532761347276
08f26219845a4b93034fbb458b98096b,Jimmy John's,sandwich_shop,MN,45.5925614,-94.1922801,45.5925614,-94.1922801,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for customers accessing the sandwich shop.",gpt-4o-mini,"63 County Road 120, St Cloud, MN, 56303-4879, US",0.0,0.0,0.0
08f44e04c66c046d03cfc9a3c1bc7c38,Off the Rails Irish Pub,bar,FL,30.6259015,-84.4159846,30.6259015,-84.4159846,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for the bar.",gpt-4o-mini,"306 1st St NW, Havana, FL, 32333-1669, US",0.0,0.0,0.0
08f269c034219894032c4986d0c02811,Stoney Mesa Winery,winery,CO,39.036156,-108.473859,39.036156,-108.473859,1.0,"The current pin location appears to be at the center of the building, which is likely the main entrance for the winery.",gpt-4o-mini,"221 31 3/10 Rd, Grand Junction, CO, 81503-9632, US",0.0,0.0,0.0
08f28d5c435657a3035aa811ca9c3f42,Home Services at The Home Depot,home_improvement_store,WA,47.3574597,-122.606553,47.3574597,-122.606553,0.9,"The current pin location appears to be at the center of the building, which is likely the main entrance for customers accessing the Home Services at The Home Depot.",gpt-4o-mini,"5120 Borgen Blvd, Gig Harbor, WA, 98332, US",0.0,0.0,0.0
08f268cdad78eb3503e1edf7a3811ee6,Pho and Bar,vietnamese_restaurant,CO,39.7430802,-104.9683564,39.7430802,-104.9683564,0.9,"The current pin location appears to be centrally located within the block, which is appropriate for a restaurant's primary customer entrance.",gpt-4o-mini,"1600 E 17th Ave, Denver, CO, 80218-1621, US",0.0,0.0,0.0
08f29a09962c0903038852ade7f5f279,Sacral Boudoir,session_photography,CA,33.4920837,-117.1519118,33.4920837,-117.1519118,0.9,"The current pin location appears to be centrally located within the area, likely representing the main entrance or access point for the business.",gpt-4o-mini,"28585 Pujol St, Temecula, CA, 92590, US",0.0,0.0,0.0
