id,name,category_primary,region,tier,tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m
08f2a100d25232a003c1767d3fd10cbf,La Primera Records,record_label,NY,1,standard_commercial,40.74475,-73.99678,40.74483128395022,-73.99672635606508,0.9,"The pin is placed at the main entrance of La Primera Records, which is located on the street-facing facade. The coordinates are adjusted to reflect the entrance position based on the imagery.",gpt-4o-mini,"235 W 23rd St, New York, NY, 10011-2371, US",10.105195669513172,10.116562111924765,13.572791242816308
08f2aa189b436329033fd50b4d529bc5,Service Printery,commercial_printer,PA,4,no_building,40.9606991,-76.6145541,40.9606991,-76.6145541,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area.,gpt-4o-mini,"453 Church St, Danville, PA, 17821, US",0.0,0.0,0.0
08f2832171a6a6a3037a788a5eceaf26,Clock Tower Self Storage,self_storage_facility,CA,1,standard_commercial,38.7023859,-121.1691802,38.7023859,-121.1691802,1.0,The current pin is already at the main customer entrance facing the street.,gpt-4o-mini,"7500 Folsom Auburn Rd, Folsom, CA, 95630-1798, US",0.0,0.0,0.0
08f26e5bad7268f20318265d6ac95d8d,Hidden Valley Girl Scout CAMP,campground,KS,3,open_space,38.958346,-95.282245,38.95801229040568,-95.282245,0.9,"The pin is placed at the main access point, which appears to be the parking lot entrance visible in the image.",gpt-4o-mini,"3420 Bob Billings Pkwy, Lawrence, KS, 66049, US",37.106813861585096,37.14855203996166,37.14855203996166
08f26c188e7b0ac403ac80fd3fa7799e,Red Cap Tag Agency,notary_public,OK,4,no_building,35.4785667,-97.5887226,35.4785667,-97.5887226,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area or home-based business.,gpt-4o-mini,"3916 NW 10th St, Oklahoma City, OK, 73107-6037, US",0.0,0.0,0.0
08f2a100d21352a903352c2dbaa8ce89,J & D Oriental Rugs,carpet_store,NY,1,standard_commercial,40.745606,-73.985255,40.745606,-73.985255,1.0,"The current pin is already at the entrance of J & D Oriental Rugs, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"838 6th Ave, New York, NY, 10001-4193, US",0.0,0.0,0.0
08f29a46cab2c0d9037fb33db3d0412c,The Cove at Pechanga Resort and Casino,hotel,CA,1,standard_commercial,33.4544668,-117.1079386,33.45464582572918,-117.1075094485207,0.9,"The pin is placed at the main entrance of The Cove at Pechanga Resort and Casino, which is visible on the street-facing facade. The entrance is marked by signage and a clear pathway for foot traffic.",gpt-4o-mini,"45000 Pechanga Pkwy, Temecula, CA, 92592-5810, US",44.512815766337326,44.56288430217756,59.78739137280744
08f29a41ad8e122a0386d689481c3769,Fitzgerald Knaier LLP,lawyer,CA,4,no_building,32.7165572,-117.1672176,32.7165572,-117.1672176,0.3,No dedicated commercial structure is visible at the address; the area appears to be a mix of commercial and residential buildings.,gpt-4o-mini,"402 W Broadway, San Diego, CA, 92101-3542, US",0.0,0.0,0.0
08f28d17959418b103e6d36d1524dab9,Joyful Carpet Cleaning,professional_services,WA,4,no_building,48.8080602,-122.4843707,48.8080602,-122.4843707,0.3,No dedicated commercial structure is visible; the area appears to have residential buildings and empty lots.,gpt-4o-mini,"4600 Guide Meridian, Bellingham, WA, 98226-9165, US",0.0,0.0,0.0
08f26d34c240b2f303f8808838cefdbc,Space Out Smoke,tobacco_shop,NM,1,standard_commercial,34.4189634,-103.1949109,34.41905190460307,-103.19474996819525,0.9,"The pin was moved to the storefront entrance of Space Out Smoke, which is located on the street-facing facade, as indicated by the visible door and signage.",gpt-4o-mini,"2017 N Prince St, Clovis, NM, 88101-4858, US",17.741582403650217,17.76153834286935,24.630823213373198
08f2668659b1882503bd81fb6b0f0b1c,All Saints Camp and Retreat Center,campground,KY,3,open_space,37.5646599,-86.368007,37.56431972628611,-86.368007,0.9,"The pin is placed near the main access point of the campground, which appears to be the entrance area where vehicles can park and visitors can enter.",gpt-4o-mini,"833 Hickory Grove Rd, Leitchfield, KY, 42754-6616, US",37.825591163138775,37.868137830723185,37.868137830723185
08f44d96a62188b503395700fbd9a439,Seven Devils Mountain Cabin,cabin,NC,3,open_space,36.1591065,-81.7962926,36.1591065,-81.7962926,0.8,"The current pin is at the center of the area, and there are no clear access points visible in the image. Therefore, placing the pin at the visual center is appropriate.",gpt-4o-mini,"Seven Devils, NC, US",0.0,0.0,0.0
08f29a56c08260a2030fb9815d0e4803,WeeCare,day_care_preschool,CA,2,multi_tenant,33.9289,-118.26985,33.9289,-118.26985,1.0,The current pin is already at the correct unit entrance for WeeCare.,gpt-4o-mini,"11609 S San Pedro St, Los Angeles, CA, 90061-2433, US",0.0,0.0,0.0
08f26c805d5abacd034399f7fdd070f7,Franklin's Flowers & Gifts,florist,TX,1,standard_commercial,33.215516,-96.629215,33.215516,-96.629215,1.0,"The current pin is already at the main customer entrance of Franklin's Flowers & Gifts, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"1807 N Graves St, McKinney, TX, 75069, US",0.0,0.0,0.0
08f441332538282403d38e5c8a541e7f,South Seas Island Resort Golf Course,hotel,,1,standard_commercial,26.549278,-82.1978839,26.549278,-82.1978839,1.0,"The current pin is already at the main customer entrance of the hotel, as it is positioned at the storefront door or lobby entry facing the street.",gpt-4o-mini,"South Seas Plantation Road, 33924, US",0.0,0.0,0.0
08f26cbd56b768ce03842e24c557e8df,Victoria's Secret,lingerie_store,TX,1,standard_commercial,32.6802635,-97.1302672,32.6803538038596,-97.12983804852071,0.9,"The pin is placed at the main customer entrance of Victoria's Secret, which is visible on the street-facing facade. The coordinates are adjusted to be as close to the door as possible.",gpt-4o-mini,"3811 S Cooper St, Arlington, TX, 76015, US",41.40144881729978,41.44801765102868,50.2631079249794
08f2aaa78451824903e1d237d3e5da5d,Fish Trap,holiday_rental_home,VA,3,open_space,38.743153,-78.439934,38.74323668016939,-78.43977306819525,0.8,"The pin is placed near the main access point visible from the road, which appears to be the entrance to the property. This location is likely where visitors would first arrive.",gpt-4o-mini,"5356 S Page Valley Rd, Luray, VA, 22835-2756, US",16.774478512636538,16.79334664211228,23.288182953730896
08f275bcd3aac24903bb84eb4f5618ea,Derinda House,hotel,IL,1,standard_commercial,42.3100033,-90.1869101,42.3100033,-90.1869101,1.0,"The current pin is already at the main customer entrance of Derinda House, as it is positioned correctly at the storefront door facing the street.",gpt-4o-mini,"4280 S Derinda Rd, Elizabeth, IL, 61028-9207, US",0.0,0.0,0.0
08f4452a5604c9a2032fba4224fbf23c,Hampton Inn Atmore,hotel,AL,1,standard_commercial,31.1061288,-87.4782535,31.1061288,-87.4782535,1.0,"The current pin is already at the main customer entrance of the Hampton Inn Atmore, which is the correct location for visitors on foot.",gpt-4o-mini,"45 Rivercane Blvd W, Atmore, AL, 36502-7300, US",0.0,0.0,0.0
08f2ad30951a9830034b010de6cfb268,The Caribbean Resort & Villas,hotel,SC,1,standard_commercial,33.7079256,-78.8611635,33.70810410070063,-78.8611635,0.9,"The current pin is close to the center of the building. The main entrance is located on the street-facing facade, slightly towards the top of the image, indicating the pin should be adjusted to the entrance area.",gpt-4o-mini,"3000 N Ocean Blvd, Myrtle Beach, SC, 29577-3046, US",19.848372312000762,19.87069799386859,19.87069799386859
08f29a0b43548cb5036dd7b525738ad1,Main Street Photo Supply Co.,gift_shop,CA,1,standard_commercial,33.8114024,-117.9188434,33.8114024,-117.9188434,1.0,"The current pin is already at the main customer entrance of Main Street Photo Supply Co., as it is positioned at the storefront door facing the street.",gpt-4o-mini,"1313 Disneyland Dr, Anaheim, CA, 92802, US",0.0,0.0,0.0
08f2986a8396470403528736287042ef,PDS Medical Group North Las Vegas,professional_services,NV,4,no_building,36.2871929,-115.1789749,36.2871929,-115.1789749,0.3,No dedicated commercial structure is visible; the area appears to be a mix of residential and commercial buildings without a clear storefront for the specified business.,gpt-4o-mini,"6975 Aliante Pkwy, North Las Vegas, NV, 89084-3192, US",0.0,0.0,0.0
08f12db76258a285037d6e9b5db683bc,Gravity Jack,web_designer,WA,4,no_building,47.6551237,-117.4204915,47.6551237,-117.4204915,0.3,No dedicated commercial structure is visible at the provided address; it appears to be a residential area or home-based business.,gpt-4o-mini,"157 S Howard St, Spokane, WA, 99201-4421, US",0.0,0.0,0.0
08f2a9579b6c5c8803575ce800efe378,Birdie's Grill,bar_and_grill_restaurant,OH,1,standard_commercial,40.0541785,-83.0733337,40.0541785,-83.0733337,0.9,"The current pin is already at the center of the building, which is likely the main entrance based on the layout. However, further verification of the storefront entrance is needed to confirm.",gpt-4o-mini,"1965 Henderson Rd, Upper Arlington, OH, 43220-2401, US",0.0,0.0,0.0
08f274da5a31e0c403e9d27d16968c33,Autoliv Americas,professional_services,MI,4,no_building,42.6944394,-83.2742785,42.6944394,-83.2742785,0.3,No dedicated commercial structure is visible; the area appears to be a large building without a clear storefront.,gpt-4o-mini,"1320 Pacific Dr, Auburn Hills, MI, 48326-1569, US",0.0,0.0,0.0
08f265ed10cf6006031caf57097c0bb2,Pioneer RV Park,campground,MO,3,open_space,37.1746353,-92.8490428,37.17429335317653,-92.8490428,0.8,"The pin should be placed at the main access point for the campground, which appears to be near the entrance to the property. The current pin is too far from the likely access point, which is closer to the road.",gpt-4o-mini,"389 Ivyl Davis Rd, Diggins, MO, 65746-8350, US",38.02275195141569,38.06552038848224,38.06552038848224
08f2661b2ca187500333dea0b5d17348,Burton Luxury Experience,wedding_planning,IN,4,no_building,39.8841689,-86.0699106,39.8841689,-86.0699106,0.3,No dedicated commercial structure is visible; the area appears to have residential buildings and parking lots.,gpt-4o-mini,"7150 Graham Rd, Indianapolis, IN, 46250-2649, US",0.0,0.0,0.0
08f2a3361b34453303f40ff4ed3b9e6b,Fish Connection,hunting_and_fishing_supplies,CT,1,standard_commercial,41.4758974,-72.0647736,41.4758974,-72.0647736,1.0,"The current pin is already at the entrance of the Fish Connection storefront, which is the main customer entrance facing the street.",gpt-4o-mini,"127 Route 12, Preston City, CT, 06365-8331, US",0.0,0.0,0.0
08f2a846b140ca8303450c840790edaf,Corson Custom Graphics,sign_making,PA,1,standard_commercial,40.2941617,-80.2310155,40.2941617,-80.2310155,0.0,"The current pin is at the center of the image, which does not correspond to the storefront entrance of the sign-making business.",gpt-4o-mini,"53 Corson Ln, Chartiers Twp, PA, 15317-6002, US",0.0,0.0,0.0
08f2a100d6cc6c9a037f91b3ab4e8e66,Essex House Hotel - Central Park South,hotel,NY,1,standard_commercial,40.7665135,-73.9782938,40.76659475734544,-73.97824015606508,0.9,"The pin is placed near the main entrance of the Essex House Hotel, which is located on Central Park South. The entrance is identifiable by the awning and signage visible in the imagery.",gpt-4o-mini,"New York, NY, US",10.101888170954862,10.113250893006715,13.568348776403644
08f2759b8e2b68a0038afede5a9bd67c,Tina's Italian Bake Shop,italian_restaurant,IL,1,standard_commercial,42.3619531,-87.9285184,42.3619531,-87.9285184,1.0,"The current pin is already at the main customer entrance of Tina's Italian Bake Shop, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"5101 Washington St, Gurnee, IL, 60031-5912, US",0.0,0.0,0.0
08f2a9194b12d6e3035f949bc6203527,Crockett's Run,event_planning,OH,4,no_building,39.5907803,-82.4663445,39.5907803,-82.4663445,0.3,No dedicated commercial structure is visible; the area appears to have residential buildings and natural features.,gpt-4o-mini,"9710 Bauer Rd, Logan, OH, 43138-8593, US",0.0,0.0,0.0
08f2a100ae890740037c2a1f88f12eae,Camp Twelve Trails,campground,NY,3,open_space,40.8600271,-73.9294444,40.8600271,-73.9294444,0.8,"The current pin is at the center of the image, which is appropriate since no clear access point or parking lot entrance is visible for Camp Twelve Trails. The area appears to be surrounded by buildings, suggesting that the center is the best option.",gpt-4o-mini,"54 Nagle Ave, New York, NY, 10040-1406, US",0.0,0.0,0.0
08f44ac491aa0772030d762ecdb19bf0,Montemex Marketing,advertising_agency,FL,4,no_building,26.6799804,-80.2598057,26.6799804,-80.2598057,0.3,The address appears to be a residential area with no visible standalone commercial building.,gpt-4o-mini,"13543 Doubletree Trl, Wellington, FL, 33414-4016, US",0.0,0.0,0.0
08f2a1076ac0e94a03ae3aae25df70ac,Best Western Plus Brooklyn Bay Hotel,hotel,NY,1,standard_commercial,40.5840958,-73.938521,40.584177279978775,-73.9380918485207,0.9,"The pin is placed at the main entrance of the Best Western Plus Brooklyn Bay Hotel, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"3003 Emmons Ave, Brooklyn, NY, 11235-2212, US",37.35597633434624,37.39799477337328,45.35173408713006
08f2664ca6a81949033c8340df53688f,Old Irving - Lou Malnatis Old Irving,pizza_delivery_service,IL,1,standard_commercial,41.953283,-87.731878,41.953362788933546,-87.7314488485207,0.9,"The pin is placed at the main entrance of the building facing the street, which is identifiable by the storefront door and signage.",gpt-4o-mini,"3986 N Avondale Ave, Chicago, IL, 60641, US",36.580685351335134,36.62183173499102,44.410498173606555
08f28361536e0ab603aa2df0792cb5b8,Modesto Mac Repair,it_service_and_computer_repair,CA,1,standard_commercial,37.6884522,-121.0544183,37.68853710190908,-121.05425736819525,0.9,"The pin is placed near the main entrance of Modesto Mac Repair, which is visible on the street-facing facade. The current pin is not at the entrance, so the new coordinates reflect a more accurate location for customer access.",gpt-4o-mini,"3401 Dale Rd, Modesto, CA, 95356-0505, US",17.019387906533986,17.038531512316407,23.628193181553463
08f264904a083c9003ba553ac0307249,Best Western Athens Inn,hotel,AL,1,standard_commercial,34.7841827,-86.9416182,34.7841827,-86.9416182,1.0,"The current pin is already located at the main customer entrance of the Best Western Athens Inn, which is facing the street.",gpt-4o-mini,"1329 US Highway 72 E, Athens, AL, 35611, US",0.0,0.0,0.0
08f2640c906088280346d2365a0f0538,Aloft,hotel,MO,1,standard_commercial,38.6358091,-90.2514945,38.63589290581704,-90.25106534852071,0.9,"The pin is placed at the main entrance of the Aloft hotel, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,"4245 Duncan Ave, St Louis, MO, 63110, US",38.42230001727329,38.46551787067063,46.64629594542371
08f2a90644b81a15032de4a2146b1b77,Blue Rhino Propane Exchange,propane_supplier,OH,1,standard_commercial,39.757438,-84.1388164,39.757438,-84.1388164,1.0,"The current pin is already at the main customer entrance of the Blue Rhino Propane Exchange, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"1556 Huffman Ave, Dayton, OH, 45403, US",0.0,0.0,0.0
08f44a9000d319490372d469bbc87d48,La Quinta Inn Orlando Airport West,hotel,FL,1,standard_commercial,28.4520989,-81.3378033,28.4520989,-81.3378033,1.0,"The current pin is already at the main customer entrance of La Quinta Inn Orlando Airport West, which is the correct location for visitors on foot.",gpt-4o-mini,"7931 Daetwyler Dr, Orlando, FL, 32812-4809, US",0.0,0.0,0.0
08f26cd0f5d802810371f3dfa6cbd689,The Mosher Justice Center,lawyer,TX,4,no_building,33.6612902,-95.5578516,33.6612902,-95.5578516,0.3,No dedicated commercial structure is visible at the address; the area appears to have residential buildings and empty lots.,gpt-4o-mini,"50 N Main St, Paris, TX, 75460-4220, US",0.0,0.0,0.0
08f44a9303d33c61032f7b352e2562f1,Sunoco Food Mart,convenience_store,FL,1,standard_commercial,28.6938072,-81.5569614,28.69390131271164,-81.55653224852071,0.9,"The pin is placed at the main customer entrance of the Sunoco Food Mart, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"2971 W Orange Blossom Trl, Apopka, FL, 32712-4212, US",43.147688666239944,43.196221690991344,52.38311645969831
08f2a1482478cb64037a0d0c7d6c41ef,Redbox,video_and_video_game_rentals,MA,1,standard_commercial,42.1101454,-72.5727894,42.1101454,-72.5727894,0.9,"The current pin is already at the center of the building, which is likely the main entrance area based on the layout of the parking lot and surrounding streets.",gpt-4o-mini,"600 State St, Springfield, MA, 01109, US",0.0,0.0,0.0
08f44130f6c95540038e4236d7692699,CubeSmart Self Storage,self_storage_facility,FL,1,standard_commercial,26.4558487,-81.8264704,26.4558487,-81.8264704,1.0,"The current pin is already at the main customer entrance of the CubeSmart Self Storage facility, as it is positioned at the storefront door or lobby entry facing the street.",gpt-4o-mini,"19580 S Tamiami Trl, Fort Myers, FL, 33908-4807, US",0.0,0.0,0.0
08f4413395506419039b86627bf3f881,Aaron's Inc.,furniture_store,FL,1,standard_commercial,26.6258166,-81.942339,26.6258166,-81.942339,1.0,"The current pin is already located at the main customer entrance of Aaron's Inc., as it is positioned at the storefront door facing the street.",gpt-4o-mini,"1412 Del Prado Blvd S, Cape Coral, FL, 33990-3789, US",0.0,0.0,0.0
08f260e254d36a0503e2d0c4495db879,Atlas MedStaff,employment_agencies,NE,4,no_building,41.2684535,-96.086573,41.2684535,-96.086573,0.3,No dedicated commercial structure is visible; the area appears to be a mix of residential and commercial properties.,gpt-4o-mini,"11159 Mill Valley Rd, Omaha, NE, 68154-3933, US",0.0,0.0,0.0
08f298da0c0a635903bf0f5e4d2e6436,Snowflake Chalet,holiday_rental_home,CA,3,open_space,38.2628009,-120.3318618,38.262463939444594,-120.3318618,0.8,"The pin is placed near the main access point of the Snowflake Chalet, which appears to be close to the road leading to the property. This location is likely where visitors would first arrive.",gpt-4o-mini,"310 Blue Lake Springs Dr, Arnold, CA, 95223-7655, US",37.468304240517725,37.5104490280674,37.5104490280674
08f2aa85992aa55b03c1bebc5b936a34,Royal Tandoor Indian Restaurant,indian_restaurant,MD,1,standard_commercial,39.1140438,-77.2172851,39.1140438,-77.2172851,1.0,"The current pin is already at the main customer entrance of the Royal Tandoor Indian Restaurant, as it is positioned centrally in front of the storefront.",gpt-4o-mini,"820 Muddy Branch Rd, Gaithersburg, MD, 20878-2780, US",0.0,0.0,0.0
08f2ad6caba36b1d032c8b88c7068d22,The Bower,hotel,NC,1,standard_commercial,35.6608,-79.12692,35.6608,-79.12692,0.0,The current pin is not located at the hotel entrance based on the provided address.,gpt-4o-mini,"4479 Moncure Pittsboro Rd, Moncure, NC, 27559-9318, US",0.0,0.0,0.0
08f2759050b35b920390457fc236fc90,Dorian Solutions,software_development,IL,4,no_building,42.2397999,-88.2767441,42.2397999,-88.2767441,0.3,The address shows a residential area with no visible standalone commercial building.,gpt-4o-mini,"6204 Smith Rd, Crystal Lake, IL, 60014-6579, US",0.0,0.0,0.0
08f27590562abb060368291b80cf9231,Precision Powder Coating,powder_coating_service,IL,1,standard_commercial,42.2439917,-88.3082733,42.2439917,-88.3082733,1.0,"The current pin is already at the main customer entrance of the building, which is the correct location for visitors on foot.",gpt-4o-mini,"371 E Prairie St, Crystal Lake, IL, 60014-4412, US",0.0,0.0,0.0
08f446c1a11aca4a0343feecf4e89523,Shipping Containers Depot,professional_services,TX,4,no_building,29.49849,-94.98568,29.49849,-94.98568,0.3,No dedicated commercial structure is visible at this address; the area appears to be residential.,gpt-4o-mini,"4823 Chase Wick Dr, Bacliff, TX, 77518-2488, US",0.0,0.0,0.0
08f275d56d96e2b00318458e358857e3,The Sign Shop of West Bend,sign_making,WI,1,standard_commercial,43.4408726,-88.1772986,43.4408726,-88.1772986,1.0,"The current pin is already at the main customer entrance of The Sign Shop of West Bend, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"1624 Schmidt Rd, West Bend, WI, 53090-1950, US",0.0,0.0,0.0
08f264d10612b70903be5018ce638a38,TownePlace Suites by Marriott Nashville Downtown/Capitol District,hotel,TN,1,standard_commercial,36.168719,-86.7811499,36.168719,-86.7811499,1.0,"The current pin is already at the main customer entrance of the hotel, which is the correct location for visitors on foot.",gpt-4o-mini,"310 Gay St, Nashville, TN, 37201-1109, US",0.0,0.0,0.0
08f2a9811a2d6a860356d7f4630de064,German Bridge Campground,rv_park,KY,3,open_space,37.68786,-82.64641,37.68752038965191,-82.64641,0.8,"The pin is placed near the main access point of the campground, which appears to be along the road leading into the area, providing a clear entry for visitors.",gpt-4o-mini,"7533 Ky Route 194, Prestonsburg, KY, 41653-8009, US",37.76294774379241,37.80542394964357,37.80542394964357
08f29ac40a456dac032e65893edf0a31,Crimson Renewable Energy,professional_services,CA,4,no_building,35.1773997,-119.1605312,35.1773997,-119.1605312,0.3,No dedicated commercial structure is visible; the area appears to be industrial with no clear storefront.,gpt-4o-mini,"17731 Millux Rd, Bakersfield, CA, 93311-9714, US",0.0,0.0,0.0
