name,category_primary,tier_label,place_complexity,pin_ambiguity,manual_review_status,manual_primary_pin_type,manual_needs_multi_pin,visual_review_status,visual_review_priority,visual_review_needs_human,visual_pedestrian_entry_correct,visual_vehicle_entry_correct,pedestrian_vehicle_distance_m,full_address,google_search_url,current_pin_url,gt_pin_url,pedestrian_entry_url,vehicle_entry_url,visual_notes,multipin_notes,pilot_source,id,region,manual_should_move,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,offset_haversine_m,gt_reasoning,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,vehicle_entry_lat,vehicle_entry_lon,vehicle_entry_confidence,delivery_entry_lat,delivery_entry_lon,delivery_entry_confidence,accessible_entry_lat,accessible_entry_lon,accessible_entry_confidence,manual_notes,should_move,tier,gt_model,offset_euclidean_m,offset_manhattan_m,has_pedestrian_entry,has_vehicle_entry,has_delivery_entry,has_accessible_entry,visual_delivery_entry_visible,visual_accessible_entry_visible
Tiki Pineapple Whips,food_truck,open_space,simple,low,ambiguous,vehicle_entry,True,proxy_vehicle_accepted,medium,false,unknown,likely,,"4602 E Beach Dr, Oak Island, NC, 28465-5231, US",https://www.google.com/maps/search/?api=1&query=Tiki+Pineapple+Whips+4602+E+Beach+Dr%2C+Oak+Island%2C+NC%2C+28465-5231%2C+US,"https://www.google.com/maps/search/?api=1&query=33.9106764,-78.1171478","https://www.google.com/maps/search/?api=1&query=33.91032024360761,-78.1171478",,"https://www.google.com/maps/search/?api=1&query=33.91032024360761,-78.1171478",Automated proxy review; not satellite/street-level validation. Open-space row uses LLM ground truth as vehicle/main-access proxy. Pedestrian entry for open-space rows requires imagery.,"PROXY LABEL: using LLM ground-truth coordinate as vehicle/main-access entry. Pedestrian, delivery, and accessible entries require visual review.",high_offset,08f2ad394b134370030357f8d3d100ae,NC,true,33.9106764,-78.1171478,33.91032024360761,-78.1171478,0.9,39.60278392600747,"The pin is placed at the main access point near the intersection of roads leading to the open space, which appears to be the most prominent entry for visitors.",,,,33.91032024360761,-78.1171478,0.9,,,,,,,"Open-space place; main vehicle access, gate, parking, trailhead, and area center may differ.",True,3,gpt-4o-mini,39.64732960112116,39.64732960112116,False,True,False,False,unknown,unknown
Mystic Pearl,holiday_rental_home,open_space,simple,low,ambiguous,vehicle_entry,True,proxy_vehicle_accepted,medium,false,unknown,likely,,"115 Saltspray Ct, 32456, US",https://www.google.com/maps/search/?api=1&query=Mystic+Pearl+115+Saltspray+Ct%2C+32456%2C+US,"https://www.google.com/maps/search/?api=1&query=29.8123333,-85.3037043","https://www.google.com/maps/search/?api=1&query=29.81196094308996,-85.3037043",,"https://www.google.com/maps/search/?api=1&query=29.81196094308996,-85.3037043",Automated proxy review; not satellite/street-level validation. Open-space row uses LLM ground truth as vehicle/main-access proxy. Pedestrian entry for open-space rows requires imagery.,"PROXY LABEL: using LLM ground-truth coordinate as vehicle/main-access entry. Pedestrian, delivery, and accessible entries require visual review.",high_offset,08f44e42a57443850332b160c172bd16,,true,29.8123333,-85.3037043,29.81196094308996,-85.3037043,0.8,41.40419929767114,"The pin is placed near the main access point visible in the image, which appears to be a parking lot entrance for the holiday rental home.",,,,29.81196094308996,-85.3037043,0.8,,,,,,,"Open-space place; main vehicle access, gate, parking, trailhead, and area center may differ.",True,3,gpt-4o-mini,41.45077122622197,41.45077122622197,False,True,False,False,unknown,unknown
United States Postal Service,shipping_center,multi_tenant,simple,low,ambiguous,pedestrian_entry,True,proxy_pedestrian_accepted,medium,false,likely,unknown,,"26822 Cherry Hills Blvd, Menifee, CA, 92586, US",https://www.google.com/maps/search/?api=1&query=United+States+Postal+Service+26822+Cherry+Hills+Blvd%2C+Menifee%2C+CA%2C+92586%2C+US,"https://www.google.com/maps/search/?api=1&query=33.7127011,-117.1917623","https://www.google.com/maps/search/?api=1&query=33.7127011,-117.1917623","https://www.google.com/maps/search/?api=1&query=33.7127011,-117.1917623",,Automated proxy review; not satellite/street-level validation. Multi-tenant row uses LLM ground truth as pedestrian/storefront proxy.,PROXY LABEL: using LLM ground-truth coordinate as pedestrian/storefront entry. Vehicle entry unknown. Delivery and accessible entries require visual review.,multi_tenant,08f29a089a180cd6031e0d89a240914a,CA,unknown,33.7127011,-117.1917623,33.7127011,-117.1917623,0.9,0.0,"The current pin is located at the center of the complex, which is likely close to the USPS storefront entrance based on the address provided. However, without specific visual confirmation of the unit's entrance, a slight adjustment may be needed.",33.7127011,-117.1917623,0.9,,,,,,,,,,Multi-tenant or unit-level place; storefront confirmation is needed.,False,2,gpt-4o-mini,0.0,0.0,True,False,False,False,unknown,unknown
Redbox,rental_kiosks,multi_tenant,simple,low,ambiguous,pedestrian_entry,True,proxy_pedestrian_accepted,medium,false,likely,weak_proxy,18.721383873778684,"9255 Grissom Rd, San Antonio, TX, 78251, US",https://www.google.com/maps/search/?api=1&query=Redbox+9255+Grissom+Rd%2C+San+Antonio%2C+TX%2C+78251%2C+US,"https://www.google.com/maps/search/?api=1&query=29.4851174,-98.6644559","https://www.google.com/maps/search/?api=1&query=29.48497731150748,-98.66456318786982","https://www.google.com/maps/search/?api=1&query=29.48497731150748,-98.66456318786982","https://www.google.com/maps/search/?api=1&query=29.4851174,-98.6644559",Automated proxy review; not satellite/street-level validation. Multi-tenant row uses LLM ground truth as pedestrian/storefront proxy. Vehicle entry is a weak proxy and needs imagery. Pedestrian and vehicle proxy pins differ by 18.7m.,PROXY LABEL: using LLM ground-truth coordinate as pedestrian/storefront entry. Current pin retained as weak vehicle/complex proxy. Delivery and accessible entries require visual review.,multi_tenant,08f489c1556eb89303c25f8c1c195737,TX,true,29.4851174,-98.6644559,29.48497731150748,-98.66456318786982,0.9,18.721383873778684,"The pin should be placed at the specific storefront entrance of Redbox within the multi-tenant building, which is located towards the left side of the building in the image.",29.48497731150748,-98.66456318786982,0.9,29.4851174,-98.6644559,0.4,,,,,,,Multi-tenant or unit-level place; storefront confirmation is needed.,True,2,gpt-4o-mini,18.74244190577884,25.99109216558109,True,True,False,False,unknown,unknown
HornerXpress Port St. Lucie,hot_tubs_and_pools,multi_tenant,simple,low,ambiguous,pedestrian_entry,True,proxy_pedestrian_accepted,medium,false,likely,unknown,,"1225 SW S Macedo Blvd, Port Saint Lucie, FL, 34983, US",https://www.google.com/maps/search/?api=1&query=HornerXpress+Port+St.+Lucie+1225+SW+S+Macedo+Blvd%2C+Port+Saint+Lucie%2C+FL%2C+34983%2C+US,"https://www.google.com/maps/search/?api=1&query=27.3034714,-80.371282","https://www.google.com/maps/search/?api=1&query=27.3034714,-80.371282","https://www.google.com/maps/search/?api=1&query=27.3034714,-80.371282",,Automated proxy review; not satellite/street-level validation. Multi-tenant row uses LLM ground truth as pedestrian/storefront proxy.,PROXY LABEL: using LLM ground-truth coordinate as pedestrian/storefront entry. Vehicle entry unknown. Delivery and accessible entries require visual review.,multi_tenant,08f44a8c06d718e80332d4e781a3f4e4,FL,unknown,27.3034714,-80.371282,27.3034714,-80.371282,0.9,0.0,"The current pin is already at the center of the building, which is likely close to the storefront entrance of HornerXpress Port St. Lucie based on the provided address.",27.3034714,-80.371282,0.9,,,,,,,,,,Multi-tenant or unit-level place; storefront confirmation is needed.,False,2,gpt-4o-mini,0.0,0.0,True,False,False,False,unknown,unknown
Redbox,rental_kiosks,multi_tenant,simple,low,ambiguous,pedestrian_entry,True,proxy_pedestrian_accepted,medium,false,likely,unknown,,"994 W Lyon Ave, Lake City, MN, 55041, US",https://www.google.com/maps/search/?api=1&query=Redbox+994+W+Lyon+Ave%2C+Lake+City%2C+MN%2C+55041%2C+US,"https://www.google.com/maps/search/?api=1&query=44.443181,-92.275165","https://www.google.com/maps/search/?api=1&query=44.443181,-92.275165","https://www.google.com/maps/search/?api=1&query=44.443181,-92.275165",,Automated proxy review; not satellite/street-level validation. Multi-tenant row uses LLM ground truth as pedestrian/storefront proxy.,PROXY LABEL: using LLM ground-truth coordinate as pedestrian/storefront entry. Vehicle entry unknown. Delivery and accessible entries require visual review.,multi_tenant,08f262cb60b7206003eadb89bdc0b79f,MN,unknown,44.443181,-92.275165,44.443181,-92.275165,0.9,0.0,"The current pin is already at the center of the building complex, which is likely the correct location for the Redbox unit entrance based on the address provided.",44.443181,-92.275165,0.9,,,,,,,,,,Multi-tenant or unit-level place; storefront confirmation is needed.,False,2,gpt-4o-mini,0.0,0.0,True,False,False,False,unknown,unknown
Frontier's Little Academy,day_care_preschool,multi_tenant,simple,low,ambiguous,pedestrian_entry,True,proxy_pedestrian_accepted,medium,false,likely,unknown,,"2913 N Moorefield Rd, Mission, TX, 78574-5033, US",https://www.google.com/maps/search/?api=1&query=Frontier%27s+Little+Academy+2913+N+Moorefield+Rd%2C+Mission%2C+TX%2C+78574-5033%2C+US,"https://www.google.com/maps/search/?api=1&query=26.2443719,-98.3523745","https://www.google.com/maps/search/?api=1&query=26.2443719,-98.3523745","https://www.google.com/maps/search/?api=1&query=26.2443719,-98.3523745",,Automated proxy review; not satellite/street-level validation. Multi-tenant row uses LLM ground truth as pedestrian/storefront proxy.,PROXY LABEL: using LLM ground-truth coordinate as pedestrian/storefront entry. Vehicle entry unknown. Delivery and accessible entries require visual review.,multi_tenant,08f48b149bba605403373775fdc927b6,TX,unknown,26.2443719,-98.3523745,26.2443719,-98.3523745,0.9,0.0,"The current pin is at the center of the image, which is likely not the specific unit's storefront entrance. However, without additional context or a clearer view of the building layout, I cannot definitively identify the correct entrance location.",26.2443719,-98.3523745,0.9,,,,,,,,,,Multi-tenant or unit-level place; storefront confirmation is needed.,False,2,gpt-4o-mini,0.0,0.0,True,False,False,False,unknown,unknown
Redbox,rental_kiosks,multi_tenant,simple,low,ambiguous,pedestrian_entry,True,proxy_pedestrian_accepted,medium,false,likely,unknown,,"54-316 Kamehameha Hwy, Hauula, HI, 96717, US",https://www.google.com/maps/search/?api=1&query=Redbox+54-316+Kamehameha+Hwy%2C+Hauula%2C+HI%2C+96717%2C+US,"https://www.google.com/maps/search/?api=1&query=21.619758,-157.916216","https://www.google.com/maps/search/?api=1&query=21.619758,-157.916216","https://www.google.com/maps/search/?api=1&query=21.619758,-157.916216",,Automated proxy review; not satellite/street-level validation. Multi-tenant row uses LLM ground truth as pedestrian/storefront proxy.,PROXY LABEL: using LLM ground-truth coordinate as pedestrian/storefront entry. Vehicle entry unknown. Delivery and accessible entries require visual review.,multi_tenant,08f464822b84e40503d9c84541047902,HI,unknown,21.619758,-157.916216,21.619758,-157.916216,0.9,0.0,"The current pin appears to be at the center of the building complex, which is not the specific storefront entrance for Redbox. However, without additional visual cues to identify the exact unit, I cannot provide a more precise location.",21.619758,-157.916216,0.9,,,,,,,,,,Multi-tenant or unit-level place; storefront confirmation is needed.,False,2,gpt-4o-mini,0.0,0.0,True,False,False,False,unknown,unknown
Action Door & Trim Inc,building_supply_store,multi_tenant,simple,low,ambiguous,pedestrian_entry,True,proxy_pedestrian_accepted,medium,false,likely,unknown,,"9701 Portland Ave E, Tacoma, WA, 98445, US",https://www.google.com/maps/search/?api=1&query=Action+Door+%26+Trim+Inc+9701+Portland+Ave+E%2C+Tacoma%2C+WA%2C+98445%2C+US,"https://www.google.com/maps/search/?api=1&query=47.1687801,-122.405335","https://www.google.com/maps/search/?api=1&query=47.1687801,-122.405335","https://www.google.com/maps/search/?api=1&query=47.1687801,-122.405335",,Automated proxy review; not satellite/street-level validation. Multi-tenant row uses LLM ground truth as pedestrian/storefront proxy.,PROXY LABEL: using LLM ground-truth coordinate as pedestrian/storefront entry. Vehicle entry unknown. Delivery and accessible entries require visual review.,multi_tenant,08f28d5d03700a600340d50647fa4b5c,WA,unknown,47.1687801,-122.405335,47.1687801,-122.405335,0.9,0.0,"The current pin is at the center of the image, which is likely not the specific storefront entrance for Action Door & Trim Inc. However, without additional visual context, I cannot determine the exact location of the unit entrance.",47.1687801,-122.405335,0.9,,,,,,,,,,Multi-tenant or unit-level place; storefront confirmation is needed.,False,2,gpt-4o-mini,0.0,0.0,True,False,False,False,unknown,unknown
Gio's tacos,food_truck,open_space,simple,low,ambiguous,vehicle_entry,True,proxy_vehicle_accepted,medium,false,unknown,likely,,"505 E Calcutta St, Odessa, TX, 79766-9265, US",https://www.google.com/maps/search/?api=1&query=Gio%27s+tacos+505+E+Calcutta+St%2C+Odessa%2C+TX%2C+79766-9265%2C+US,"https://www.google.com/maps/search/?api=1&query=31.7240113,-102.3406231","https://www.google.com/maps/search/?api=1&query=31.7240113,-102.3406231",,"https://www.google.com/maps/search/?api=1&query=31.7240113,-102.3406231",Automated proxy review; not satellite/street-level validation. Open-space row uses LLM ground truth as vehicle/main-access proxy. Pedestrian entry for open-space rows requires imagery.,"PROXY LABEL: using LLM ground-truth coordinate as vehicle/main-access entry. Pedestrian, delivery, and accessible entries require visual review.",zero_offset_sample,08f488ba566d36f5037556cbcb2d9e9f,TX,unknown,31.7240113,-102.3406231,31.7240113,-102.3406231,0.8,0.0,"The current pin is centrally located, and there are no clear access points visible in the surrounding area. Therefore, placing the pin at the visual center is appropriate.",,,,31.7240113,-102.3406231,0.8,,,,,,,"Open-space place; main vehicle access, gate, parking, trailhead, and area center may differ.",False,3,gpt-4o-mini,0.0,0.0,False,True,False,False,unknown,unknown
