pilot_source,id,name,category_primary,region,tier_label,place_complexity,pin_ambiguity,gt_confidence,offset_haversine_m,should_move,current_lat,current_lon,gt_lat,gt_lon,full_address,gt_reasoning,manual_review_status,manual_should_move,manual_primary_pin_type,manual_needs_multi_pin,manual_notes,tier,gt_model,offset_euclidean_m,offset_manhattan_m
high_offset,08f48d894eab411e03eaad1173748485,Hampton Inn & Suites Albuquerque Airport,resort,NM,standard_commercial,complex,high,0.9,41.72217393260338,True,35.04986953735352,-106.63314056396484,35.0497377901292,-106.63271141248556,"1300 Woodward Rd SE, Albuquerque, NM, 87106, US","The pin is placed at the main entrance of the Hampton Inn & Suites, which is located on the street-facing facade. The entrance is identifiable by the awning and door openings visible in the imagery.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,41.76910352286024,53.77573524900851
high_offset,08f2832ab25a908803b70bdcac2e41e5,Tommy Bahama,clothing_store,CA,standard_commercial,simple,low,0.9,38.34864260872829,True,38.77302,-121.270356,38.77310364515737,-121.26992684852073,"1151 Galleria Blvd, Roseville, CA, 95678-1937, US","The pin is placed at the main customer entrance of Tommy Bahama, which is located on the street-facing facade of the building.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,38.391777612400944,46.556872751407376
high_offset,08f26651084e2a46039e4550d4309a43,Southern Sites Campground & RV Park,campground,IN,open_space,complex,high,0.9,36.09246819432976,True,40.8568069,-86.2481677,40.85648231263542,-86.2481677,"6688 E County Road 625 N, Twelve Mile, IN, 46988, US","The pin is placed at the main parking lot entrance, which is the most prominent access point for visitors arriving at the campground.",ambiguous,true,vehicle_entry,true,"Open-space place; main vehicle access, gate, parking, trailhead, and area center may differ.",3,gpt-4o-mini,36.13306542515289,36.13306542515289
high_offset,08f2a9070cc5346b038bf1bdb76c8dbc,Cassano's Pizza King,pizza_restaurant,OH,standard_commercial,simple,low,0.9,37.701562881902966,True,39.9613624,-84.1870956,39.96144463376344,-84.18666644852071,"975 W Main St, Tipp City, OH, 45371-1336, US","The pin is placed at the main customer entrance of Cassano's Pizza King, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,37.7439700416712,45.771290712860846
high_offset,08f275931a56466503f71e0f71a17c67,Gino's East,pizza_restaurant,IL,standard_commercial,simple,low,0.9,36.51339950482247,True,42.0703881,-88.14231,42.07046774217134,-88.1418808485207,"45 S Barrington Rd, South Barrington, IL, 60010-9508, US","The pin is placed at the main entrance of Gino's East, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,36.5544702035476,44.32881031927625
high_offset,08f2662cf098511303e9ff30fbdecaf8,Arby's,fast_food_restaurant,IL,standard_commercial,simple,low,0.9,37.33227419810793,True,40.626516,-89.4644183,40.62659742828028,-89.46398914852071,"1801 N Morton Ave, Morton, IL, 61550, US","The pin is placed at the main entrance of Arby's, which is located on the street-facing facade. The entrance is identifiable by the signage and door opening visible in the imagery.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,37.37426597768695,45.322958696643965
high_offset,08f2661b70a52b9e034ad51cf4519629,"His Place Eatery - Chicken & Waffle, Ribs, and Soul Food",southern_restaurant,IN,standard_commercial,simple,low,0.9,37.78414072144757,True,39.8113638,-86.0469023,39.81144621388015,-86.0464731485207,"6916 E 30th St, Indianapolis, IN, 46219-1105, US","The pin is placed at the main entrance of His Place Eatery, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,37.82664076589196,45.87154368818945
high_offset,08f261650ad30512038354b0d63e8de4,Long John Silver's,fast_food_restaurant,SD,standard_commercial,simple,low,0.9,34.27603216243454,True,44.0871831,-103.1972292,44.0871831,-103.1968000485207,"817 E North St, Rapid City, SD, 57701, US","The pin is placed at the main customer entrance of Long John Silver's, which is located on the street-facing facade. The current pin is not at the entrance.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,34.314586244212926,34.314586244212926
high_offset,08f446dc8260c01403af7dca80a787d5,La Preferida Meat Market,butcher_shop,TX,standard_commercial,simple,low,0.9,42.56315232494087,True,30.0813772,-95.6294978,30.08147003773661,-95.6290686485207,"28048 TX-249-BR, Tomball, TX, 77375, US","The pin is placed at the main entrance of La Preferida Meat Market, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,42.6110278576738,51.67346479814631
high_offset,08f2659b08855a7503594e72bf627c4c,Yale Tire and Auto Tech,tire_shop,TN,standard_commercial,simple,low,0.9,40.183455716960765,True,35.2208683,-89.9271509,35.220955947204736,-89.9267217485207,"3491 Ramill Rd, Memphis, TN, 38128, US","The pin is placed at the main customer entrance of Yale Tire and Auto Tech, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,40.22865453897674,48.78441308363289
high_offset,08f2ad3c69044aca03c94926717c3b4a,Redbox,rental_kiosks,NC,multi_tenant,simple,low,0.9,88.55851499138984,True,33.9069707,-78.5854979,33.90661452812324,-78.58463959704139,"9810 Ocean Highway W, Calabash, NC, 28467, US","The pin needs to be placed at the specific storefront entrance of Redbox within the multi-tenant building, which is located towards the right side of the image, closer to the shopping center.",ambiguous,true,pedestrian_entry,true,Multi-tenant or unit-level place; storefront confirmation is needed.,2,gpt-4o-mini,88.65812664627256,118.94732562985014
high_offset,08f2aae28e0e1cce034c019d3f761017,Reeds Jewelers,jewelry_store,MD,standard_commercial,multi_tenant,medium,0.9,38.01907677859919,True,39.3820102,-77.4055761,39.38209312631673,-77.40514694852071,"5500 Buckeystown Pike Ste 418, Frederick, MD, 21703, US","The pin is placed at the main entrance of Reeds Jewelers, which is visible on the street-facing facade. The current pin is not at the entrance, so this location is more accurate.",ambiguous,true,pedestrian_entry,true,Multi-tenant or unit-level place; storefront confirmation is needed.,1,gpt-4o-mini,38.06184108181457,46.15676595515384
high_offset,08f44a18c3bb287403a937834df2c9b9,KFC,fast_food_restaurant,FL,standard_commercial,simple,low,0.9,44.309673630581,True,25.7337616,-80.2892716,25.73385824720168,-80.28884244852071,"5826 Bird Rd, Miami, FL, 33155-5304, US","The pin is placed at the main customer entrance of the KFC, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,44.35951366958825,53.79381495814376
high_offset,08f2af620971db1e03bada0c7192cb83,T.J. Maxx,clothing_store,VA,standard_commercial,simple,low,0.9,39.39905601386771,True,36.7754503062961,-76.2341764569282,36.7755362425884,-76.2337473054489,"1412 Greenbriar Pkwy., Chesapeake, VA, 23320, US","The pin is placed at the main customer entrance of T.J. Maxx, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,39.44337253383477,47.832118840506574
high_offset,08f28d558dc0eb3603d350726e4e7edb,Bartell Drugs,pharmacy,WA,standard_commercial,simple,low,0.9,33.15706359747319,True,47.6166688,-122.133364,47.616741121414485,-122.1329348485207,"653 156th Ave NE, Bellevue, WA, 98007-4823, US","The pin is placed at the main customer entrance of Bartell Drugs, which is located on the street-facing facade. The entrance is identifiable by the signage and door opening visible in the imagery.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,33.194359050459774,40.254077030328354
high_offset,08f2759301db539d0356df261133ee31,Palatine Farmers' Market,farmers_market,IL,open_space,simple,low,0.9,35.3995415075149,True,42.1128041,-88.0469241,42.11248574427483,-88.0469241,"137 W Wood St, Palatine, IL, 60067-5003, US","The pin is placed near the main access point of the farmers' market, which appears to be at the parking lot entrance on the south side of the market area.",ambiguous,true,vehicle_entry,true,"Open-space place; main vehicle access, gate, parking, trailhead, and area center may differ.",3,gpt-4o-mini,35.43935932595218,35.43935932595218
high_offset,08f2ad394b134370030357f8d3d100ae,Tiki Pineapple Whips,food_truck,NC,open_space,simple,low,0.9,39.60278392600747,True,33.9106764,-78.1171478,33.91032024360761,-78.1171478,"4602 E Beach Dr, Oak Island, NC, 28465-5231, US","The pin is placed at the main access point near the intersection of roads leading to the open space, which appears to be the most prominent entry for visitors.",ambiguous,true,vehicle_entry,true,"Open-space place; main vehicle access, gate, parking, trailhead, and area center may differ.",3,gpt-4o-mini,39.64732960112116,39.64732960112116
high_offset,08f441a85879219a034604d4d0f2ec10,BJ's Restaurant & Brewhouse,american_restaurant,FL,standard_commercial,simple,low,0.9,43.42398315364876,True,28.0161585,-82.7348675,28.01625321535773,-82.7344383485207,"27001 US-19 N, Clearwater, FL, 33761-3402, US","The pin is placed at the main customer entrance facing the street, which is identifiable by the storefront door and signage visible in the imagery.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,43.472826958939365,52.71854956609327
high_offset,08f44e42a57443850332b160c172bd16,Mystic Pearl,holiday_rental_home,,open_space,simple,low,0.8,41.40419929767114,True,29.8123333,-85.3037043,29.81196094308996,-85.3037043,"115 Saltspray Ct, 32456, US","The pin is placed near the main access point visible in the image, which appears to be a parking lot entrance for the holiday rental home.",ambiguous,true,vehicle_entry,true,"Open-space place; main vehicle access, gate, parking, trailhead, and area center may differ.",3,gpt-4o-mini,41.45077122622197,41.45077122622197
high_offset,08f2a89655b626d3034ef5aadede086a,Sweet Frog,frozen_yoghurt_shop,NC,standard_commercial,simple,low,0.9,39.85860319121137,True,35.8717547,-78.5820691,35.87184163864479,-78.5816399485207,"6260 Plantation Center Dr, Raleigh, NC, 27616-5188, US","The pin is placed at the main customer entrance of Sweet Frog, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,39.90343661531069,48.39002845117508
high_offset,08f44cc51633025303a136b23b4316eb,DICK'S Sporting Goods,outdoor_gear,GA,standard_commercial,simple,low,0.9,40.664894911151634,True,34.2364722,-84.4590515,34.236560897307434,-84.4586223485207,"1810 Cumming Hwy, Canton, GA, 30115, US","The pin is placed at the main customer entrance of DICK'S Sporting Goods, which is located on the street-facing facade. The entrance is identifiable by the storefront door and signage.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,40.7106352604718,49.36890051381037
high_offset,08f2a12ce55a3615034c5aaa4993a78b,Budget Dry Cleaning & Tuxedo Rentals,dry_cleaning,PA,standard_commercial,simple,low,0.9,37.0612397263008,True,41.1090202,-75.4042341,41.109101037106704,-75.4038049485207,"2657 PA-940, Tobyhanna Twp, PA, 18346-5001, US","The pin is placed at the main customer entrance of Budget Dry Cleaning & Tuxedo Rentals, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,37.1029266420529,44.99391142964184
high_offset,08f48b2a4802592803f995fb28a5e906,La Placita Tacos al Vapor,mexican_restaurant,TX,standard_commercial,simple,low,0.9,44.23341995770858,True,25.9375804,-97.5007744,25.93767688087926,-97.5003452485207,"943 N Expressway, Brownsville, TX, 78520-8605, US","The pin is placed at the main entrance of La Placita Tacos al Vapor, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,44.28317422569268,53.70123980174015
high_offset,08f44f045418045d0387f37290811e80,Phone Tech,mobile_phone_store,FL,standard_commercial,simple,low,0.9,42.46110109220575,True,30.3176978,-81.472801,30.31779041514518,-81.47237184852071,"12740 Atlantic Blvd, Jacksonville, FL, 32225, US","The pin is placed at the main customer entrance of Phone Tech, which is visible on the street-facing facade. The entrance is marked by signage and a door, making it the appropriate location for foot traffic.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,42.50886183640864,51.54957031497667
high_offset,08f2912798c659a3033bd236b2c3c801,Couch Potato and Naturesway Bedding,mattress_store,CA,standard_commercial,simple,low,0.9,40.64564381133773,True,34.2763094,-119.2652603,34.27639805531744,-119.2648311485207,"2304 E Main St, Ventura, CA, 93003-2602, US","The pin is placed at the main entrance of the store, which is visible on the street-facing facade. The current pin is not at the entrance.",wrong_target,true,pedestrian_entry,false,High-offset standalone place; main customer entrance is the likely target if imagery confirms.,1,gpt-4o-mini,40.6913625089668,49.34552887184646
low_confidence,08f264a4e0da44d90345fe24b521b275,"Laura L. Sanford, Attorney at Law",bankruptcy_law,TN,no_building,simple,high,0.3,0.0,False,35.37336,-89.76409,35.37336,-89.76409,"9043 Barret Rd, Millington, TN, 38053-4811, US",No dedicated commercial structure is visible; the location appears to be residential or a home-based business.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f29a18ae713d0003c8176f92378f67,Dávila Multicultural Insights (DMI),professional_services,CA,no_building,simple,high,0.3,0.0,False,34.15693,-118.48411,34.15693,-118.48411,"16101 Ventura Blvd, Encino, CA, 91436-2500, US",No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f29b6d3562490003af9c356f7ba5cf,Phoneix Web Guru,web_designer,AZ,no_building,simple,high,0.3,0.0,False,33.448793,-112.077328,33.448793,-112.077328,"222 W Washington St, Phoenix, AZ, 85003-1611, US",No dedicated commercial structure is visible at the provided address; the area appears to be a mix of commercial and residential buildings.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f26c8609b996800348281da8edc6c4,Precision Document Solutions,printing_services,TX,no_building,simple,high,0.3,0.0,False,32.9192756,-96.9266324,32.9192756,-96.9266324,"2452 Lacy Ln, Carrollton, TX, 75006-6569, US",No dedicated commercial structure is visible at the address; it appears to be a residential area or home-based business.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f2a134d6b2081303d17e5b407daf4d,Bensley Law Offices,lawyer,PA,no_building,simple,high,0.3,0.0,False,39.9492502,-75.1661034,39.9492502,-75.1661034,"1500 Walnut St, Philadelphia, PA, 19102-3500, US",No dedicated commercial structure is visible at the address; it appears to be a residential area or home-based business.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f48d1b3572318603f0eaf55a613bb9,Weasel Productions,professional_services,NM,no_building,simple,high,0.3,0.0,False,33.4212907,-105.6720543,33.4212907,-105.6720543,"1086 State Highway 48, Alto, NM, 88312-9583, US",No dedicated commercial structure is visible; the area appears to have residential buildings and no clear storefront.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f26c1830c6467603020754f6a20aa6,Edmond Professional Center,event_planning,OK,no_building,complex,high,0.3,0.0,False,35.63486,-97.45805,35.63486,-97.45805,"1603 E 19th St, Edmond, OK, 73013-6516, US",No dedicated commercial structure is visible; the area appears to be residential or mixed-use.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f29a624290e21c0343c6230e449fc3,Reaction Marketing & Promotions,marketing_agency,CA,no_building,simple,high,0.3,0.0,False,33.82279,-116.5425895,33.82279,-116.5425895,"471 E Tahquitz Canyon Way, Palm Springs, CA, 92262-6620, US",No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f2a100d664e74e0305c494696f559e,Durrok,marketing_agency,NY,no_building,simple,high,0.3,0.0,False,40.7518596,-73.9794621,40.7518596,-73.9794621,"295 Madison Ave, New York, NY, 10017-6304, US",No dedicated commercial structure is visible; the area appears to be a mix of buildings without a clear storefront for the marketing agency.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f444b4ce0c9a5e03d0820a185c2d49,Baxley Custom Covers,construction_services,AR,no_building,simple,high,0.3,0.0,False,34.6657478,-92.4775995,34.6657478,-92.4775995,"3965 Diamond Hills Dr, Alexander, AR, 72002-2842, US",No dedicated commercial structure is visible at the address; it appears to be a residential area.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f2a100d62f0ba00303fe82809a4c10,Ad Growther,marketing_agency,NY,no_building,simple,high,0.3,0.0,False,40.751412,-73.973046,40.751412,-73.973046,"211 E 43rd St, New York, NY, 10017, US","The address appears to be in a commercial area, but there is no clear standalone commercial building visible at the specified address, indicating it may be a home-based business or similar.",privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f28d54321ae515038a2e6cb9c65bbc,ARC Document Solutions,printing_services,WA,no_building,multi_tenant,high,0.3,0.0,False,47.6272642,-122.1655346,47.6272642,-122.1655346,"1850 130th Ave NE Ste 6, Bellevue, WA, 98005, US",No dedicated commercial structure is visible; the location appears to be a home-based business or an address-only entry.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f2a330059a35260349af08c444db3b,International Union of Operating Engineers Local N,engineering_services,RI,no_building,simple,high,0.3,0.0,False,41.813205,-71.53012,41.813205,-71.53012,"873 Central Ave, Johnston, RI, 02919-3005, US",No dedicated commercial structure is visible; the area appears to be a mix of residential and open land.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
low_confidence,08f48985b543265503b74e6c9bcc6c1f,MVBA,lawyer,TX,no_building,simple,high,0.3,0.0,False,30.5410407,-97.6902731,30.5410407,-97.6902731,"700 Jeffrey Way, Round Rock, TX, 78665-2413, US",No dedicated commercial structure is visible at the provided address; it appears to be a residential area or home-based business.,privacy_sensitive,false,current,false,No dedicated public storefront is confirmed; avoid over-precise correction without human review.,4,gpt-4o-mini,0.0,0.0
