id,name,category_primary,region,tier,tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move
08f29a07704223230399b1cf17518027,United States Postal Service,shipping_center,CA,2,multi_tenant,34.2501916,-117.1899762,34.250058575722775,-117.19008348786984,0.9,"The pin is placed at the visible entrance of the United States Postal Service unit within the multi-tenant building, which is located towards the left side of the complex.",gpt-4o-mini,"28150 Highway 189, Lake Arrowhead, CA, 92352, US",17.77732481428506,17.79732095853416,24.68044537056884,simple,low,True
08f283082aace49903c746101cc10ec0,Hermes San Francisco Store,shopping,,2,multi_tenant,37.7880941,-122.4052986,37.7880941,-122.4052986,1.0,The current pin is already at the correct unit entrance for the Hermes San Francisco Store.,gpt-4o-mini,"125 Grant Ave, 94108, US",0.0,0.0,0.0,simple,low,False
08f2a84cf0035135038ee0c8f795caff,Gateway China Company,shopping,PA,2,multi_tenant,40.8585551,-79.9107953,40.8585551,-79.9107953,1.0,The current pin is already at the correct unit entrance for Gateway China Company.,gpt-4o-mini,"415 Hansen Ave, Butler, PA, 16001-5655, US",0.0,0.0,0.0,simple,low,False
08f2a1540bd756e003651b6fb5f6c9ae,UPS Access Point location,shipping_center,NY,2,multi_tenant,40.9437718,-72.8377107,40.9437718,-72.8377107,1.0,The current pin is already at the correct unit entrance for the UPS Access Point location.,gpt-4o-mini,"6221 Route 25A, WADING RIVER, NY, 11792, US",0.0,0.0,0.0,simple,low,False
08f44ad669a8b1400396f5c7bf0c9705,Southgate Shopping Center,shopping,FL,2,multi_tenant,27.894065,-81.589175,27.894065,-81.589175,1.0,The current pin is already at the correct unit entrance for Southgate Shopping Center.,gpt-4o-mini,"132 State Road 60 E, Lake Wales, FL, 33853-4116, US",0.0,0.0,0.0,complex,high,False
08f2836204903b8603c7ac8fb9b8347b,College Square Shopping Center,shopping_center,CA,2,multi_tenant,37.987137,-121.32246,37.987137,-121.32246,0.9,"The current pin is located at the center of the shopping center, which is likely the correct location for the College Square Shopping Center's storefront entrance.",gpt-4o-mini,"4555 N Pershing Ave, Stockton, CA, 95207-6739, US",0.0,0.0,0.0,complex,high,False
08f44f082ecd6cd60374983e886bdc8d,Tillmansoutpost,shopping,FL,2,multi_tenant,29.9254448,-82.1252961,29.9254448,-82.1252961,1.0,The current pin is already at the correct unit entrance for Tillmansoutpost.,gpt-4o-mini,"14908 US-301 S, Starke, FL, 32091-7806, US",0.0,0.0,0.0,simple,low,False
08f464822b84e40503d9c84541047902,Redbox,rental_kiosks,HI,2,multi_tenant,21.619758,-157.916216,21.619758,-157.916216,0.9,"The current pin appears to be at the center of the building complex, which is not the specific storefront entrance for Redbox. However, without additional visual cues to identify the exact unit, I cannot provide a more precise location.",gpt-4o-mini,"54-316 Kamehameha Hwy, Hauula, HI, 96717, US",0.0,0.0,0.0,simple,low,False
08f44d5349bad93503e90ec18455b636,Redbox,rental_kiosks,GA,2,multi_tenant,32.7323509,-81.6508655,32.7323509,-81.6508655,0.9,"The current pin is at the center of the building, which is likely close to the entrance of the Redbox unit based on the address provided. However, without specific visual confirmation of the unit's entrance, a high confidence level is assigned.",gpt-4o-mini,"1109 W Ogeechee St, Sylvania, GA, 30467, US",0.0,0.0,0.0,simple,low,False
08f446dc731a0b1c0397664fbe01a53f,Green Span Profiles,building_supply_store,TX,2,multi_tenant,30.0787820667028,-95.9342640638351,30.0787820667028,-95.9342640638351,0.9,"The current pin is at the center of the image, which is likely not the specific unit's storefront entrance. However, without additional visual context to identify the exact location of 'Green Span Profiles,' I cannot provide a more accurate pin placement.",gpt-4o-mini,"21200 Fm 362 Rd, Waller, TX, 77484, US",0.0,0.0,0.0,simple,low,False
08f2a335a306db5003d332c48f73b144,Howlett Lumber,building_supply_store,MA,2,multi_tenant,42.0779881,-72.1574761,42.0779881,-72.1574761,1.0,The current pin is already at the correct unit entrance for Howlett Lumber.,gpt-4o-mini,"111 E Brimfield Rd, Holland, MA, 01521, US",0.0,0.0,0.0,simple,low,False
08f445c0090834d003d34dd2f09da3f7,Son Seekers After School and Summer Camp,day_care_preschool,MS,2,multi_tenant,32.2788813,-90.0666879,32.2788813,-90.0666879,1.0,The current pin is already at the correct unit entrance for Son Seekers After School and Summer Camp.,gpt-4o-mini,"167 Concourse Dr, Pearl, MS, 39208-6748, US",0.0,0.0,0.0,simple,low,False
08f28d0aeb91060c038b7de7404c3013,Kids N Play Learning Center,day_care_preschool,WA,2,multi_tenant,48.1489914,-122.1804042,48.1489914,-122.1804042,1.0,The current pin is already at the correct unit entrance for Kids N Play Learning Center.,gpt-4o-mini,"3707 168th St NE, Arlington, WA, 98223-8450, US",0.0,0.0,0.0,complex,high,False
08f4450863054ca903b8e9e16e72be6c,Little People Learning Center,day_care_preschool,MS,2,multi_tenant,30.4048794,-88.5386975,30.4048794,-88.5386975,1.0,The current pin is already at the correct unit entrance for Little People Learning Center.,gpt-4o-mini,"4407 Main St, Moss Point, MS, 39563-3935, US",0.0,0.0,0.0,complex,high,False
08f2aacce82d6a6103845e2dbb3c7c54,Kinder-Haus,day_care_preschool,PA,2,multi_tenant,40.1031967,-76.0647554,40.1031967,-76.0647554,1.0,The current pin is already at the correct unit entrance for Kinder-Haus.,gpt-4o-mini,"428 Ranck Rd, Earl Twp, PA, 17557-9365, US",0.0,0.0,0.0,simple,low,False
08f265296388c098031f4ba21ad6ca0b,Redbox,rental_kiosks,MO,2,multi_tenant,38.5648701,-94.1918748,38.5648701,-94.1918748,1.0,"The current pin is already at the correct unit entrance for Redbox, as indicated by the address provided.",gpt-4o-mini,"98 Old Highway 7, Garden City, MO, 64747, US",0.0,0.0,0.0,simple,low,False
08f267073129518503f1f39ec39950a4,United States Postal Service,shipping_center,IA,2,multi_tenant,40.698175245580494,-91.80291206994052,40.698175245580494,-91.80291206994052,0.9,"The current pin is located at the center of the building complex, which is likely the correct location for the United States Postal Service storefront entrance based on the address provided.",gpt-4o-mini,"626 1st St, Bonaparte, IA, 52620, US",0.0,0.0,0.0,simple,low,False
08f27531289091ab03cc9e621bc9e77f,Kwik Trip,shopping,WI,2,multi_tenant,44.8160798,-91.5018154,44.8160798,-91.5018154,1.0,The current pin is already at the correct unit entrance for Kwik Trip.,gpt-4o-mini,"360 Burt St, Eau Claire, WI, 54703, US",0.0,0.0,0.0,simple,low,False
08f28d5465b6b51803b2ee5d3f9da0a8,Builders FirstSource,building_supply_store,WA,2,multi_tenant,47.63886751617501,-122.51443435095472,47.63886751617501,-122.51443435095472,1.0,The current pin is already at the correct unit entrance for Builders FirstSource.,gpt-4o-mini,"1365 Wintergreen Lane NE, Bainbridge Is., WA, 98110, US",0.0,0.0,0.0,simple,low,False
08f26415008f5d0203a86030ee2215dd,Lowe's Garden Center,building_supply_store,IL,2,multi_tenant,37.7332855,-89.1960005,37.7332855,-89.1960005,1.0,The current pin is already at the correct unit entrance for Lowe's Garden Center.,gpt-4o-mini,"1170 Rendleman Rd, Carbondale, IL, 62901-6904, US",0.0,0.0,0.0,complex,high,False
08f2a1061378636803ae0f5a93ec3b14,My World Child Care Center and Montessori,day_care_preschool,NJ,2,multi_tenant,40.58304,-74.2909592,40.58304,-74.2909592,1.0,The current pin is already at the correct unit entrance for My World Child Care Center and Montessori.,gpt-4o-mini,"495 Avenel St, Avenel, NJ, 07001-1190, US",0.0,0.0,0.0,complex,high,False
08f2a12450b8aad5038c59a4787acf0e,TNT Fireworks - Lehighton Walmart,shopping,PA,2,multi_tenant,40.8098356,-75.7385452,40.8098356,-75.7385452,0.9,"The current pin is located at the center of the building, which is not the correct location for the storefront entrance of TNT Fireworks. The specific unit entrance needs to be identified and marked accordingly.",gpt-4o-mini,"1731 Blakeslee Boulevard Dr E, Lehighton, PA, 18235-9824, US",0.0,0.0,0.0,simple,low,False
08f2ab2ca1a62da203afc5237dced09e,Lee Beauty Supply,shopping,MI,2,multi_tenant,42.4866487,-83.2598246,42.4866487,-83.2598246,1.0,The current pin is already at the correct unit entrance for Lee Beauty Supply.,gpt-4o-mini,"21851 W 11 Mile Rd, Southfield, MI, 48076-3738, US",0.0,0.0,0.0,simple,low,False
08f2674c900f34160360d7e8b0f90b5a,Redbox,rental_kiosks,IA,2,multi_tenant,42.180726,-91.774068,42.180726,-91.774068,1.0,"The current pin is already at the correct unit entrance for Redbox, as it is positioned at the storefront entrance of the rental kiosk.",gpt-4o-mini,"4208 Lewis Access Rd, Center Point, IA, 52213, US",0.0,0.0,0.0,simple,low,False
08f2a12a4cc9dd0e0322c9f4ab7ea904,Walmart Manville,shopping,NJ,2,multi_tenant,40.5461038,-74.5842067,40.5461038,-74.5842067,0.9,"The current pin is at the center of the building, which is not the correct location for the storefront entrance of Walmart Manville. The pin needs to be adjusted to the specific unit's entrance based on the address provided.",gpt-4o-mini,"100 N Main St, Manville, NJ, 08835, US",0.0,0.0,0.0,simple,low,False
08f44ddcce80654a03e14bc7fdede62b,CVS Beauty,shopping,SC,2,multi_tenant,34.7266891,-82.3880772,34.7266891,-82.3880772,1.0,The current pin is already at the correct unit entrance for CVS Beauty.,gpt-4o-mini,"7501 Augusta Rd, Piedmont, SC, 29673-9509, US",0.0,0.0,0.0,simple,low,False
08f44dd18c73216b030211f1bfe568f2,Kay's Early Care and Education,day_care_preschool,SC,2,multi_tenant,34.8444454,-82.5240786,34.8444454,-82.5240786,1.0,The current pin is already at the correct unit entrance for Kay's Early Care and Education.,gpt-4o-mini,"300 Rochester Rd, Easley, SC, 29640-7143, US",0.0,0.0,0.0,simple,low,False
08f26752726d612203878c17fe19afdb,Pleasant Pines Daycare,day_care_preschool,IL,2,multi_tenant,40.6788712,-89.8513666,40.6788712,-89.8513666,0.9,"The current pin is at the center of the image, which likely indicates the location of the building. However, without specific visual cues to identify the exact storefront entrance of 'Pleasant Pines Daycare,' the pin remains at the center as a placeholder until further details are provided.",gpt-4o-mini,"16212 W Pleasant Grove Rd, Trivoli, IL, 61569-9751, US",0.0,0.0,0.0,simple,low,False
08f441a31e186b190340500efffcf787,Wiggle Worms Learning Center,day_care_preschool,FL,2,multi_tenant,28.4425849,-82.6028876,28.4425849,-82.6028876,1.0,The current pin is already at the correct unit entrance for Wiggle Worms Learning Center.,gpt-4o-mini,"7279 Pinehurst Dr, Spring Hill, FL, 34606-6153, US",0.0,0.0,0.0,complex,high,False
08f2a8409b8e5aed03b8bf14219d63e7,Carte Blanche Home and Design,shopping,PA,2,multi_tenant,40.4890072,-79.9015399,40.4890072,-79.9015399,0.9,"The current pin is located at the center of the building complex, which is likely close to the storefront entrance of 'Carte Blanche Home and Design'. However, without specific visual confirmation of the unit's entrance, a slight adjustment may be needed. The confidence is high based on the address provided.",gpt-4o-mini,"347 Freeport Rd, Aspinwall, PA, 15215-3109, US",0.0,0.0,0.0,simple,low,False
08f2a8ba966e45ab03c0f6e2181f87a6,Burlington Outlet Village,shopping_center,NC,2,multi_tenant,36.0669,-79.4358,36.0669,-79.4358,1.0,The current pin is already at the correct unit entrance for Burlington Outlet Village.,gpt-4o-mini,"2389 Corporation Pkwy, Burlington, NC, 27215-6751, US",0.0,0.0,0.0,complex,high,False
08f29a42b04f362b033906064c2fd0ef,El Camino Preschool,day_care_preschool,CA,2,multi_tenant,33.1903375,-117.3485506,33.1903375,-117.3485506,0.9,"The current pin is at the center of the image, which is likely not the specific storefront entrance for El Camino Preschool. The coordinates need to be adjusted to accurately reflect the entrance of the unit within the multi-tenant building.",gpt-4o-mini,"2002 California St, Oceanside, CA, 92054-5673, US",0.0,0.0,0.0,simple,low,False
08f2a100de56c71303650e27b2534c6d,LIFE-Jonathan Williams Day Care Center,child_care_and_day_care,NY,2,multi_tenant,40.7082416,-73.9610443,40.7082416,-73.9610443,1.0,The current pin is already at the correct unit entrance for LIFE-Jonathan Williams Day Care Center.,gpt-4o-mini,"321 Roebling St, Brooklyn, NY, 11211, US",0.0,0.0,0.0,complex,high,False
08f275d0b5524c6603f99ed806bc0d18,Beacon Building Products,building_supply_store,WI,2,multi_tenant,43.3858295,-88.1636912,43.3858295,-88.1636912,1.0,The current pin is already at the correct unit entrance for Beacon Building Products.,gpt-4o-mini,"2805 E Progress Dr, West Bend, WI, 53095, US",0.0,0.0,0.0,simple,low,False
08f2a10681921a2403844334d678de93,KinderZone,day_care_preschool,NJ,2,multi_tenant,40.5725822,-74.3714503,40.5725822,-74.3714503,0.0,"The current pin is at the center of the image, which does not correspond to the specific unit's storefront entrance for KinderZone.",gpt-4o-mini,"8 Woodruff Rd, Edison, NJ, 08820-2601, US",0.0,0.0,0.0,simple,low,False
08f44e15019b0a26034b5cf39cf9e734,Golden Trading Company The Cell Shack,shopping,AL,2,multi_tenant,31.1104827,-85.4058393,31.1104827,-85.4058393,1.0,The current pin is already at the correct unit entrance for Golden Trading Company The Cell Shack.,gpt-4o-mini,"7990 S U S 231, Dothan, AL, 36301-7836, US",0.0,0.0,0.0,simple,low,False
08f2aabcd3d0218003a9d175e5d1643a,Moore's Balloon Decor,shopping,VA,2,multi_tenant,38.2863747,-77.4722948,38.2863747,-77.4722948,1.0,The current pin is already at the correct unit entrance for Moore's Balloon Decor.,gpt-4o-mini,"311 Central Rd, Fredericksburg, VA, 22401-7007, US",0.0,0.0,0.0,simple,low,False
08f44cada0b8e07503b61181138223ea,J and C Crafts,shopping,NC,2,multi_tenant,35.1810611,-83.197825,35.1810611,-83.197825,1.0,The current pin is already at the correct unit entrance for J and C Crafts.,gpt-4o-mini,"77 Comanche Rd, Cullowhee, NC, 28723-5514, US",0.0,0.0,0.0,simple,low,False
08f27404080136c103408eda82d4de21,Redbox,rental_kiosks,MI,2,multi_tenant,45.4108399,-87.6091201,45.4108399,-87.6091201,1.0,"The current pin is already at the correct unit entrance for Redbox, as it is positioned at the storefront entrance of the rental kiosk.",gpt-4o-mini,"S723 US Highway 41, Stephenson, MI, 49887, US",0.0,0.0,0.0,simple,low,False
08f275187369650803d67265590b5bd0,Parkside Pre-School Center,day_care_preschool,WI,2,multi_tenant,45.1795155,-89.6991017,45.1795155,-89.6991017,1.0,The current pin is already at the correct unit entrance for Parkside Pre-School Center.,gpt-4o-mini,"207 E 1st St, Merrill, WI, 54452-2305, US",0.0,0.0,0.0,complex,high,False
08f2a931994004f0039c70ef7f931106,Northgate Mall,shopping_center,OH,2,multi_tenant,39.2440543,-84.600422,39.2440543,-84.600422,1.0,The current pin is already at the correct unit entrance for Northgate Mall.,gpt-4o-mini,"9501 Colerain Ave, Cincinnati, OH, 45251-2020, US",0.0,0.0,0.0,complex,high,False
08f489c0907b472c03e4fb9b01fc152e,Boss Products,shopping,TX,2,multi_tenant,29.6105493,-98.285823,29.6105493,-98.285823,1.0,The current pin is already at the correct unit entrance for Boss Products.,gpt-4o-mini,"6729 Guada Coma Dr, Schertz, TX, 78154-3750, US",0.0,0.0,0.0,simple,low,False
08f44a1a8eb4985303d265d917bdd5e8,CVS Beauty,shopping,FL,2,multi_tenant,26.00837,-80.3772,26.00837,-80.3772,1.0,"The current pin is already at the correct unit entrance for CVS Beauty, as it matches the specified address and location within the multi-tenant building.",gpt-4o-mini,"17201 Pines Blvd, Pembroke Pines, FL, 33029-1506, US",0.0,0.0,0.0,simple,low,False
08f28d4ad1165c1603754b2f503869ee,USPS,shipping_center,,2,multi_tenant,47.19844,-121.97985,47.19844,-121.97985,1.0,"The current pin is already at the correct unit entrance for USPS, as indicated by the address provided.",gpt-4o-mini,"152 ROOSEVELT AVE, 98022, US",0.0,0.0,0.0,simple,low,False
08f274d2608ea8d903386a7ba1b13d4b,Hyatt Place Detroit/Novi,venue_and_event_space,MI,2,multi_tenant,42.486571,-83.501236,42.486571,-83.501236,1.0,The current pin is already at the correct unit entrance for Hyatt Place Detroit/Novi.,gpt-4o-mini,"46080 Grand River Ave, Novi, MI, 48374, US",0.0,0.0,0.0,simple,low,False
08f4416ab54412d903dbdc1891db8721,Monroe Concrete,building_supply_store,FL,2,multi_tenant,24.5912509,-81.6757329,24.5912509,-81.6757329,1.0,The current pin is already at the correct unit entrance for Monroe Concrete.,gpt-4o-mini,"155 Toppino Industrial Dr, Key West, FL, 33040, US",0.0,0.0,0.0,simple,low,False
08f26557ad188a0403c4449507074c1e,United States Postal Service,shipping_center,MO,2,multi_tenant,38.54151641027874,-92.36484736204147,38.54151641027874,-92.36484736204147,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"2922 Main St, Lohman, MO, 65053, US",0.0,0.0,0.0,simple,low,False
08f2aa86b565942103f758737cca263f,Elsy Express,shopping,VA,2,multi_tenant,38.7196693,-77.1237564,38.7196693,-77.1237564,1.0,The current pin is already at the correct unit entrance for Elsy Express.,gpt-4o-mini,"8743 Cooper Rd, Alexandria, VA, 22309-3906, US",0.0,0.0,0.0,simple,low,False
08f44424ecae8d21038d474d7b0f5c28,Watts Brothers Tractor and Implement,shopping,MS,2,multi_tenant,31.2406915,-89.8304018,31.2406915,-89.8304018,1.0,The current pin is already at the correct unit entrance for Watts Brothers Tractor and Implement.,gpt-4o-mini,"509 Lumberton Rd, Columbia, MS, 39429-3515, US",0.0,0.0,0.0,simple,low,False
08f2aacc08a5114003ce9e2fd1657d3f,Bowmansville Service Plaza,shopping_center,PA,2,multi_tenant,40.202309,-76.0157156,40.202309,-76.0157156,1.0,The current pin is already at the correct unit entrance for Bowmansville Service Plaza.,gpt-4o-mini,"1302 Reading Rd, Bowmansville, PA, 17517-8925, US",0.0,0.0,0.0,complex,high,False
08f29aeb21d08a1603ac63aee48e6871,Redbox,rental_kiosks,CA,2,multi_tenant,35.3103942,-119.0217861,35.3103942,-119.0217861,1.0,The current pin is already at the correct unit entrance for Redbox.,gpt-4o-mini,"1701 Pacheco Rd, Bakersfield, CA, 93304, US",0.0,0.0,0.0,simple,low,False
08f44dab2161987603d9fd37536e03c4,Childcare Network,day_care_preschool,NC,2,multi_tenant,35.1909162,-80.7772624,35.1909162,-80.7772624,1.0,The current pin is already at the correct unit entrance for Childcare Network.,gpt-4o-mini,"5026 Monroe Rd, Charlotte, NC, 28205-7824, US",0.0,0.0,0.0,simple,low,False
08f2832b304a006603b7dd16c55ec4db,United States Postal Service,shipping_center,CA,2,multi_tenant,38.5168664,-121.4557556,38.5168664,-121.4557556,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"6024 44th St, Sacramento, CA, 95824, US",0.0,0.0,0.0,simple,low,False
08f2a1225e49c46e0373a4acca5798d4,Childtime of Doylestown,child_care_and_day_care,PA,2,multi_tenant,40.28403,-75.09884,40.28403,-75.09884,0.0,"The current pin is at the center of the image, which does not correspond to the specific unit's storefront entrance for 'Childtime of Doylestown'.",gpt-4o-mini,"1092 Pebble Hill Rd, Doylestown, PA, 18901, US",0.0,0.0,0.0,simple,low,False
08f26cd73642ca6d037b64fecc622c8c,White Rose Ranch Retreat,venue_and_event_space,TX,2,multi_tenant,33.6052918,-95.7822111,33.6052918,-95.7822111,1.0,The current pin is already at the correct unit entrance for White Rose Ranch Retreat.,gpt-4o-mini,"985 County Road 25780, Petty, TX, 75470, US",0.0,0.0,0.0,simple,low,False
08f29a089a180cd6031e0d89a240914a,United States Postal Service,shipping_center,CA,2,multi_tenant,33.7127011,-117.1917623,33.7127011,-117.1917623,0.9,"The current pin is located at the center of the complex, which is likely close to the USPS storefront entrance based on the address provided. However, without specific visual confirmation of the unit's entrance, a slight adjustment may be needed.",gpt-4o-mini,"26822 Cherry Hills Blvd, Menifee, CA, 92586, US",0.0,0.0,0.0,simple,low,False
08f29a19aab95ad303d960c8bf595f88,JW Marriott Santa Monica Le Merigot,venue_and_event_space,CA,2,multi_tenant,34.0087825,-118.4922624,34.0087825,-118.4922624,1.0,The current pin is already at the correct unit entrance for JW Marriott Santa Monica Le Merigot.,gpt-4o-mini,"1740 Ocean Ave, Santa Monica, CA, 90401, US",0.0,0.0,0.0,simple,low,False
08f2ab2c13a8e6e4031839d6033e1fc6,Sunrise Childcare Center,day_care_preschool,MI,2,multi_tenant,42.4733246,-83.2170314,42.4733246,-83.2170314,1.0,The current pin is already at the correct unit entrance for Sunrise Childcare Center.,gpt-4o-mini,"17385 W 10 Mile Rd, Southfield, MI, 48075-2950, US",0.0,0.0,0.0,complex,high,False
08f444b02eb5018803b9a7b920fe5198,Mother's Day Out Daycare Program,day_care_preschool,AR,2,multi_tenant,34.4615934,-93.0603817,34.4615934,-93.0603817,1.0,The current pin is already at the correct unit entrance for Mother's Day Out Daycare Program.,gpt-4o-mini,"3819 Central Ave, Hot Springs, AR, 71913-6900, US",0.0,0.0,0.0,simple,low,False
08f279e4a851308b030373f134af2819,Big Timber Daycare,day_care_preschool,MT,2,multi_tenant,45.8337935,-109.9433057,45.8337935,-109.9433057,1.0,The current pin is already at the correct unit entrance for Big Timber Daycare.,gpt-4o-mini,"605 E 7th Ave, Big Timber, MT, 59011-7984, US",0.0,0.0,0.0,simple,low,False
08f44d872c69235303fa60eacbcbbd72,Eaves Farm Supply,shopping,NC,2,multi_tenant,35.2834659,-81.2725931,35.2834659,-81.2725931,1.0,The current pin is already at the correct unit entrance for Eaves Farm Supply.,gpt-4o-mini,"601 Gastonia Hwy, Bessemer City, NC, 28016-2310, US",0.0,0.0,0.0,simple,low,False
08f2664020704ad903d3dc57002e1491,Busy Bees Childcare,day_care_preschool,IN,2,multi_tenant,41.59901,-87.2864019,41.59901,-87.2864019,1.0,The current pin is already at the correct unit entrance for Busy Bees Childcare.,gpt-4o-mini,"4139 E 6th Ave, Gary, IN, 46403-2708, US",0.0,0.0,0.0,simple,low,False
08f2a933516086d103912b89e1e1e142,Precious Resources Christian Child Care,day_care_preschool,OH,2,multi_tenant,38.8363164,-84.0979161,38.8363164,-84.0979161,1.0,The current pin is already at the correct unit entrance for Precious Resources Christian Child Care.,gpt-4o-mini,"317 Washington St, Felicity, OH, 45120, US",0.0,0.0,0.0,simple,low,False
08f489eb55461aec0349a30e1d6e4c01,Nelson Shopping Center,shopping_center,TX,2,multi_tenant,29.8850368,-97.9397816,29.8850368,-97.9397816,1.0,The current pin is already at the correct unit entrance for Nelson Shopping Center.,gpt-4o-mini,"301 N Edward Gary St, San Marcos, TX, 78666-5707, US",0.0,0.0,0.0,complex,high,False
08f26aacdad61c2103b1bf12800193ed,United States Postal Service,shipping_center,CO,2,multi_tenant,40.5240043900689,-104.85098161183949,40.5240043900689,-104.85098161183949,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"320 1st St, Severance, CO, 80546, US",0.0,0.0,0.0,simple,low,False
08f44a1841c920f0038e1df72632ea38,Little Monkey Preschool,day_care_preschool,FL,2,multi_tenant,25.6859137,-80.4453327,25.6859137,-80.4453327,0.9,"The current pin is located at the center of the building complex, which is likely the correct location for Little Monkey Preschool based on the address provided. However, without specific visual confirmation of the unit's entrance, a high confidence level is assigned.",gpt-4o-mini,"15675 SW 88th St, Miami, FL, 33196-1103, US",0.0,0.0,0.0,simple,low,False
08f27484d6329c0003daaa2e8ba33984,The Venues at Third Coast,venue_and_event_space,MI,2,multi_tenant,42.6939513,-86.1400643,42.6939513,-86.1400643,0.9,"The current pin is at the center of the building, which is not the correct location for the specific unit's storefront entrance. The correct pin should be placed at the visible entrance of 'The Venues at Third Coast' within the multi-tenant building.",gpt-4o-mini,"6069 Blue Star Hwy, Saugatuck, MI, 49453, US",0.0,0.0,0.0,simple,low,False
