id,name,category_primary,region,tier,tier_label,sub_tier,sub_tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move,walk_m,routing_penalty_m,routing_method,osm_arrival_cost_m
08f2a86d96d0c2f4039c1589e3f3c720,Skyway Drive-In - Green Location,burger_restaurant,OH,1,standard_commercial,1c,small_urban_storefront,40.9748493,-81.4900903,40.9748493,-81.4900903,1.0,"The current pin is already at the main customer entrance of the Skyway Drive-In, which is the storefront door facing the street.",gpt-4o-mini,40.9748493,-81.4900903,1.0,40.97459009336727,-81.4900903,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of the Skyway Drive-In.,both,40.974630594403635,-81.48996155455622,0.72,claude-haiku-4-5-20251001,26.61,"951 E Turkeyfoot Lake Rd, Green, OH, 44312-5240, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f44a905350da040353d4d8f649a6bc,J & V Communications,mobile_phone_store,FL,1,standard_commercial,1c,small_urban_storefront,28.5873451,-81.3807327,28.5873451,-81.3807327,1.0,"The current pin is already at the main customer entrance of J & V Communications, as it is positioned at the storefront door facing the street.",gpt-4o-mini,28.5873451,-81.3807327,1.0,28.5873451,-81.3807327,0.2,"The property appears to be a residential area with no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only.",shared,28.58728857504144,-81.3807327,0.6,claude-haiku-4-5-20251001,6.29,"222 Hazard St, Orlando, FL, 32804-3030, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2a1380a48593603ab50ef9c0d6d7a,New Jersey State Funeral Directors' Association,funeral_services_and_cemeteries,NJ,3,open_space,3a,bounded_outdoor,40.1515999,-74.0972747,40.1515999,-74.0972747,0.8,"The current pin is centrally located within the parking lot area, which serves as the main access point for visitors to the funeral services and cemeteries.",gpt-4o-mini,,,,40.1515999,-74.0972747,0.8,,shared,,,,,,"1977 RT-34, Wall Twp, NJ, 07719-9751, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f29b6d06c5459d0366de766faa0a5e,Blade Editorial Inc,professional_services,AZ,4,no_building,4,no_building,33.4837069,-112.0734938,33.4837069,-112.0734938,0.3,No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"3033 N Central Ave, Phoenix, AZ, 85012-2800, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
08f267572e5330000319afd679bf6ed5,Quick Stop Mart Academy,convenience_store,IL,1,standard_commercial,1c,small_urban_storefront,40.9440683,-90.3756834,40.94397105217276,-90.37582287423078,0.9,"The pin is placed at the main customer entrance of Quick Stop Mart Academy, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,40.94397105217276,-90.37582287423078,0.9,40.943890012316736,-90.3756834,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of Quick Stop Mart Academy.,both,40.94431547156088,-90.3755546545562,0.75,claude-haiku-4-5-20251001,44.43,"275 S Academy St, Galesburg, IL, 61401-4325, US",15.942483453393203,15.96041574540061,22.553400567804207,simple,low,True,0.0,0.0,osmnx_same_node,0.0
08f2ab31aad29ac003ae710a45927c46,Dave's Cosmic Subs,sandwich_shop,OH,1,standard_commercial,1c,small_urban_storefront,41.3887615,-82.0767204,41.3887615,-82.0767204,0.9,"The current pin is already at the entrance of Dave's Cosmic Subs, which is the main customer entry facing the street.",gpt-4o-mini,41.3887615,-82.0767204,0.9,41.38858441818487,-82.0767204,0.9,"The primary vehicle entry point is visible on the right side of the building, leading into the parking lot from the road.",both,41.38891443429488,-82.0766560272781,0.75,claude-haiku-4-5-20251001,17.83,"515 Abbe Rd N, Elyria, OH, 44035-3718, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2798db531a6e903709bdf35e47d07,Panda Express,chinese_restaurant,MT,1,standard_commercial,1c,small_urban_storefront,45.8276944,-108.4703335,45.8276944,-108.4703335,1.0,"The current pin is already at the main customer entrance of Panda Express, which is the storefront door facing the street.",gpt-4o-mini,45.8276944,-108.4703335,1.0,45.827529927621256,-108.4703335,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of Panda Express.,both,45.82776168415494,-108.4703335,0.75,claude-haiku-4-5-20251001,7.48,"1633 Main St, Billings, MT, 59105-4037, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f44a1109358c2803c2653be159cddb,ZOI Restaurant and Lounge,restaurant,FL,1,standard_commercial,1c,small_urban_storefront,25.8293436,-80.1869884,25.829469140162775,-80.18675236668639,0.9,"The identified location is the main entrance of ZOI Restaurant and Lounge, facing the street, as indicated by the visible door and signage.",gpt-4o-mini,25.829469140162775,-80.18675236668639,0.9,25.829131147416845,-80.1869884,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of ZOI Restaurant and Lounge.,both,25.82944499782378,-80.18704740832841,0.7,claude-haiku-4-5-20251001,29.65,"5808 NE 4th Ct, Miami, FL, 33137-2612, US",27.439786484847417,27.470651078712713,37.62533993507607,simple,low,True,0.0,0.0,osmnx_same_node,0.0
08f2a9152aaf6199036552e7bc4cffcc,Nationwide Insurance: Cambridge Insurance Group LLC,notary_public,OH,4,no_building,4,no_building,39.5379727,-83.4366352,39.5379727,-83.4366352,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area.,gpt-4o-mini,,,,,,,,,,,,,,"329 E Court St, Washington Court House, OH, 43160, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
08f4440570d9eb4903005f9f097b3ab5,Jett's Food Mart,convenience_store,LA,1,standard_commercial,1c,small_urban_storefront,30.6496523,-91.1056193,30.6496523,-91.1056193,1.0,"The current pin is already at the main customer entrance of Jett's Food Mart, which is the storefront door facing the street.",gpt-4o-mini,30.6496523,-91.1056193,1.0,30.64944924040563,-91.1056193,0.9,The entry point is located at the bottom of the image where the driveway leads from the road into the parking lot of Jett's Food Mart.,both,30.64993381443765,-91.10554419849112,0.85,claude-haiku-4-5-20251001,32.12,"9645 Main St, Zachary, LA, 70791-7438, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f489eb508c63050353b5b573e563b6,Tax Lifeline LLC,professional_services,TX,4,no_building,4,no_building,29.8873217,-97.9246029,29.8873217,-97.9246029,0.3,No dedicated commercial structure is visible; the area appears to be residential or a home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"1101 Thorpe Ln, San Marcos, TX, 78666-7105, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
08f29a561a0cd85c03cdc68255288f39,PACO Steel & Engineering Corp.,engineering_services,CA,4,no_building,4,no_building,33.8513616,-118.2181894,33.8513616,-118.2181894,0.3,No dedicated commercial structure is visible; the area appears to be industrial with no clear storefront.,gpt-4o-mini,,,,,,,,,,,,,,"19818 S Alameda St, Compton, CA, 90221-6211, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
08f48e810044c24c036d6a9260e3d6d9,Bulldog Bakery & BBQ,convenience_store,AZ,1,standard_commercial,1c,small_urban_storefront,32.08485,-111.29428,32.08485,-111.29428,1.0,"The current pin is already at the main customer entrance of Bulldog Bakery & BBQ, which is the storefront door facing the street.",gpt-4o-mini,32.08485,-111.29428,1.0,32.08465001784757,-111.29428,0.9,The primary vehicle entry point is visible as a driveway leading from the road to the parking lot of Bulldog Bakery & BBQ.,both,32.085036347005676,-111.2943390083284,0.75,claude-haiku-4-5-20251001,21.45,"15390 W Ajo Hwy, Tucson, AZ, 85735-2023, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2ab175ca5ca5d03ab32d6e5931fee,The Regency House,caterer,OH,4,no_building,4,no_building,41.103405,-80.714066,41.103405,-80.714066,0.3,No dedicated commercial structure is visible at the address; the area appears to be a parking lot with no clear storefront.,gpt-4o-mini,,,,,,,,,,,,,,"3704 Mahoning Ave, Youngstown, OH, 44515-3020, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
08f29b6d5d352755036ac504152622eb,Tempus West Valley Realty,videographer,AZ,4,no_building,4,no_building,33.63854444930663,-112.27886708465576,33.63854444930663,-112.27886708465576,0.3,No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"10220 W Bell Rd Ste 103, Sun City, AZ, 85351, US",0.0,0.0,0.0,multi_tenant,high,False,0.0,0.0,zero_offset,0.0
08f2666940d461890330dac3dbd7142f,Contract Screenprinting Inc.,screen_printing_t_shirt_printing,IL,1,standard_commercial,1c,small_urban_storefront,41.6970935,-88.237531,41.6970935,-88.237531,1.0,"The current pin is already at the entrance of the building, as it is centrally located and aligns with the storefront door.",gpt-4o-mini,41.6970935,-88.237531,1.0,41.6970935,-88.237531,0.2,The image does not clearly show a visible driveway or parking lot entry point from the road.,shared,41.69723769591294,-88.237531,0.72,claude-haiku-4-5-20251001,16.03,"10148 Clow Creek Rd, Plainfield, IL, 60585-6747, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2659a58872db50332bfe5ae096bf5,Potbelly Sandwich Shop,sandwich_shop,MS,1,standard_commercial,1c,small_urban_storefront,34.9627461,-89.8935552,34.96277247752141,-89.89331916668638,0.9,"The pin is placed at the main customer entrance of the Potbelly Sandwich Shop, which is visible on the street-facing facade.",gpt-4o-mini,34.96277247752141,-89.89331916668638,0.9,34.962552664842946,-89.8935552,0.9,"The primary vehicle entry point is visible on the right side of the property, where the driveway leads into the parking lot from the road.",both,34.962816440057104,-89.8935552,0.75,claude-haiku-4-5-20251001,22.06,"5400 Goodman Rd, Olive Branch, MS, 38654-9869, US",21.70806399891701,21.732481483004214,24.46954390048728,simple,low,True,44.43,22.72,osmnx,44.43
08f2ad453525390c034dae0eed8c42df,Richie Ballance Flooring & Tile,carpet_store,NC,1,standard_commercial,1c,small_urban_storefront,35.69762,-77.94765,35.69762,-77.94765,1.0,"The current pin is already at the main customer entrance of Richie Ballance Flooring & Tile, which is the storefront door facing the street.",gpt-4o-mini,35.69762,-77.94765,1.0,35.69742831551302,-77.94765,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of Richie Ballance Flooring & Tile.,both,35.69771148577787,-77.94746761062129,0.75,claude-haiku-4-5-20251001,19.36,"3042-F Forest Hills Rd SW, Wilson, NC, 27893, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2759301db539d0356df261133ee31,Palatine Farmers' Market,farmers_market,IL,3,open_space,3a,bounded_outdoor,42.1128041,-88.0469241,42.11262900435115,-88.0469241,0.9,"The pin is placed at the main access point of the farmers' market, which is likely near the parking lot entrance visible in the image.",gpt-4o-mini,,,,42.11262900435115,-88.0469241,0.9,,shared,,,,,,"137 W Wood St, Palatine, IL, 60067-5003, US",19.469747829097827,19.491647629115505,19.491647629115505,simple,low,True,25.46,5.99,osmnx,25.46
08f2a896f6b5854803af4bb688f7b236,All My Sons Moving & Storage,storage_facility,NC,1,standard_commercial,1c,small_urban_storefront,35.910003,-78.7654427,35.910003,-78.7654427,1.0,"The current pin is already located at the main customer entrance of the storage facility, which is the appropriate location for pedestrian entry.",gpt-4o-mini,35.910003,-78.7654427,1.0,35.90972493069608,-78.7654427,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking area of the storage facility.,both,35.910354931462784,-78.76566264013313,0.72,claude-haiku-4-5-20251001,43.86,"7417 Acc Blvd, Raleigh, NC, 27617-8406, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f489d59ab606c803517ccee128ff0f,Chateau Burg RV Resort,rv_park,TX,3,open_space,3b,large_outdoor,30.237558,-98.9018371,30.23726138942092,-98.9018371,0.9,"The pin is placed at the main entrance area where the parking lot is located, which serves as the primary access point for visitors.",gpt-4o-mini,,,,30.23726138942092,-98.9018371,0.9,,shared,,,,,,"3255 S State Highway 16, Fredericksburg, TX, 78624, US",32.981591582584514,33.01868966291778,33.01868966291778,complex,high,True,202.18,169.2,osmnx,202.18
08f446e2248194530328289b55bb672e,Exxpress Mart 24,convenience_store,TX,1,standard_commercial,1c,small_urban_storefront,30.324578,-94.1665339,30.324578,-94.1665339,1.0,"The current pin is already at the main customer entrance of Exxpress Mart 24, which is facing the street.",gpt-4o-mini,30.324578,-94.1665339,1.0,30.324374260989657,-94.1665339,0.9,The entry point is located at the bottom of the image where the driveway leads from the highway to the parking lot of Exxpress Mart 24.,both,30.324675239073116,-94.1665929083284,0.75,claude-haiku-4-5-20251001,12.21,"3025 Highway 96 Byp, Silsbee, TX, 77656-7167, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2af02a84552a403085d499ed658b9,Starbucks,coffee_shop,NC,1,standard_commercial,1c,small_urban_storefront,36.0031195,-75.6551393,36.0031195,-75.6551393,1.0,"The current pin is already at the main customer entrance of the Starbucks, which is the storefront door facing the street.",gpt-4o-mini,36.0031195,-75.6551393,1.0,36.00292855259193,-75.6551393,0.9,The identified entry point is the most visible driveway entrance from the road leading to the Starbucks parking lot.,both,36.00321063399021,-75.65519830832841,0.75,claude-haiku-4-5-20251001,11.44,"1208 S Croatan Hwy, Kill Devil Hills, NC, 27948-8920, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2751a1516908a03f814751e4effd5,Kwik Trip,convenience_store,WI,1,standard_commercial,1c,small_urban_storefront,44.9040267,-89.5831588,44.9040267,-89.5831588,1.0,"The current pin is already at the main customer entrance of the Kwik Trip, which is the storefront door facing the street.",gpt-4o-mini,44.9040267,-89.5831588,1.0,44.90378352896074,-89.5831588,0.9,"The primary vehicle entry point is located at the southern edge of the property, where the driveway connects to Schofield Ave, allowing access to the parking lot.",both,44.90417108280457,-89.58320171514794,0.85,claude-haiku-4-5-20251001,16.41,"3207 Schofield Ave, Weston, WI, 54476-2566, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f29b6d483656e903731964d5009641,"Windmill Suites Surprise, Ascend Hotel Collection",resort,AZ,1,standard_commercial,1b,large_standalone,33.637745,-112.331292,33.637745,-112.331292,1.0,"The current pin is already at the main customer entrance of the Windmill Suites, which is facing the street.",gpt-4o-mini,33.637745,-112.331292,1.0,33.63745916571723,-112.331292,0.9,"The entry point is located at the bottom of the image where the driveway leads into the parking area of the resort, making it the most visible and primary vehicle entry from the road.",both,33.63779412776736,-112.33116325455622,0.75,claude-haiku-4-5-20251001,13.11,"12545 W Bell Rd, Surprise, AZ, 85378, US",0.0,0.0,0.0,complex,high,False,0.0,0.0,zero_offset,0.0
08f266449c00cc880345dc74a77acb98,Cricket Wireless Authorized Retailer,mobile_phone_store,IL,1,standard_commercial,1c,small_urban_storefront,41.5520673,-88.1269097,41.5520673,-88.1269097,1.0,"The current pin is already at the main customer entrance of the Cricket Wireless Authorized Retailer, as it is positioned at the storefront door facing the street.",gpt-4o-mini,41.5520673,-88.1269097,1.0,41.55197095292763,-88.12667366668639,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of the Cricket Wireless store.,both,41.552312182142266,-88.1269687083284,0.75,claude-haiku-4-5-20251001,27.67,"1701 N Larkin Ave, Crest Hill, IL, 60403-0913, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f44cd58aba2526031baf9befdb7b61,Akin Distribution,food_delivery_service,TN,4,no_building,4,no_building,35.1286178,-85.2826558,35.1286178,-85.2826558,0.3,No dedicated commercial structure is visible; the area appears residential.,gpt-4o-mini,,,,,,,,,,,,,,"104 Forsythe St, Chattanooga, TN, 37415-2617, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
08f2651dac203d1e03fc19508b3f68e5,RIP Tavern,bar,MO,1,standard_commercial,1c,small_urban_storefront,38.2003604,-92.6323868,38.2003604,-92.6323868,1.0,"The current pin is already at the main customer entrance of RIP Tavern, as it is positioned at the storefront door facing the street.",gpt-4o-mini,38.2003604,-92.6323868,1.0,38.2003604,-92.6323868,0.2,"The property appears to have no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only.",shared,38.20051216249049,-92.6323868,0.72,claude-haiku-4-5-20251001,16.88,"1151 Bagnell Dam Blvd, Lake Ozark, MO, 65049-9752, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f26c1c1dd34af0033fa5aabf5080bd,Advanced Bail Bonds,bail_bonds_service,OK,4,no_building,4,no_building,35.533042,-97.9525956,35.533042,-97.9525956,0.3,No dedicated commercial structure is visible at the specified address; it appears to be a residential area or home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"103 S Rock Island Ave, El Reno, OK, 73036-2732, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
08f28302267a036103662f4571745d57,Mayo Family Winery Reserve Room,winery,CA,1,standard_commercial,1c,small_urban_storefront,38.4168954,-122.5491988,38.4168954,-122.5491988,1.0,"The current pin is already at the main customer entrance of the winery, which is the storefront door facing the street.",gpt-4o-mini,38.4168954,-122.5491988,1.0,38.41671046547732,-122.5491988,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of the winery.,both,38.416983664204,-122.5491344272781,0.75,claude-haiku-4-5-20251001,11.3,"9200 Sonoma Hwy, Kenwood, CA, 95452-9031, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f26463757538b30399d636cb6246ea,Baskin-Robbins,ice_cream_shop,MO,1,standard_commercial,1c,small_urban_storefront,38.7997797,-90.3341586,38.7997797,-90.3341586,1.0,"The current pin is already at the main customer entrance of the Baskin-Robbins, which is facing the street.",gpt-4o-mini,38.7997797,-90.3341586,1.0,38.79951213594043,-90.3341586,0.9,"The primary vehicle entry point is located on the right side of the property, where the driveway connects to the road, allowing access to the parking lot.",both,38.79986749445705,-90.33416396439348,0.75,claude-haiku-4-5-20251001,9.77,"820 N US-67, Florissant, MO, 63031, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2674576928ab1038fef3c18ebba82,Tomaso's Pizza,pizza_restaurant,IA,1,standard_commercial,1c,small_urban_storefront,42.0035237,-91.6349632,42.0035237,-91.6349632,1.0,"The current pin is already at the main customer entrance of Tomaso's Pizza, which is the storefront door facing the street.",gpt-4o-mini,42.0035237,-91.6349632,1.0,42.0035237,-91.6349632,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,42.003587480808065,-91.6349632,0.65,claude-haiku-4-5-20251001,7.09,"2706 1st Ave NE, Cedar Rapids, IA, 52402-4805, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f267452ac90d0d03d0b4ff726162c4,Villa's Patio,mexican_restaurant,IA,1,standard_commercial,1c,small_urban_storefront,42.0313002,-91.6993724,42.0313002,-91.6993724,1.0,"The current pin is already at the main customer entrance of Villa's Patio, which is the storefront door facing the street.",gpt-4o-mini,42.0313002,-91.6993724,1.0,42.031124879370225,-91.6993724,0.8,"The identified entry point is the most visible driveway entrance leading into the parking lot for Villa's Patio, allowing for vehicle access from the road.",both,42.031483489749306,-91.69948505226331,0.72,claude-haiku-4-5-20251001,22.4,"5200 Fountains Dr NE, Cedar Rapids, IA, 52411-6612, US",0.0,0.0,0.0,simple,low,False,0.0,0.0,zero_offset,0.0
08f2674509885c23038e06e7245bf928,Rebekah Stewart Photography,event_photography,IA,4,no_building,4,no_building,41.9742251,-91.6768318,41.9742251,-91.6768318,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area or home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"346 2nd Ave SW, Cedar Rapids, IA, 52404-2069, US",0.0,0.0,0.0,simple,high,False,0.0,0.0,zero_offset,0.0
