id,name,category_primary,region,tier_label,sub_tier_label,place_complexity,pin_ambiguity,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_disagreement_m,car_pedestrian_distance_m,current_to_pedestrian_m,current_to_car_m,offset_haversine_m,full_address,tier,sub_tier,gt_model,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,offset_euclidean_m,offset_manhattan_m,should_move
08f44a905350da040353d4d8f649a6bc,J & V Communications,mobile_phone_store,FL,standard_commercial,small_urban_storefront,simple,low,28.5873451,-81.3807327,28.5873451,-81.3807327,1.0,"The current pin is already at the main customer entrance of J & V Communications, as it is positioned at the storefront door facing the street.",28.5873451,-81.3807327,1.0,28.5873451,-81.3807327,0.2,"The property appears to be a residential area with no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only.",shared,6.29,0.0,0.0,0.0,0.0,"222 Hazard St, Orlando, FL, 32804-3030, US",1,1c,gpt-4o-mini,28.58728857504144,-81.3807327,0.6,claude-haiku-4-5-20251001,0.0,0.0,False
08f267572e5330000319afd679bf6ed5,Quick Stop Mart Academy,convenience_store,IL,standard_commercial,small_urban_storefront,simple,low,40.9440683,-90.3756834,40.94397105217276,-90.37582287423078,0.9,"The pin is placed at the main customer entrance of Quick Stop Mart Academy, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",40.94397105217276,-90.37582287423078,0.9,40.943890012316736,-90.3756834,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of Quick Stop Mart Academy.,both,44.43,14.77952044688955,15.942483453393205,19.824685861887794,15.942483453393203,"275 S Academy St, Galesburg, IL, 61401-4325, US",1,1c,gpt-4o-mini,40.94431547156088,-90.3755546545562,0.75,claude-haiku-4-5-20251001,15.96041574540061,22.553400567804207,True
08f2ab31aad29ac003ae710a45927c46,Dave's Cosmic Subs,sandwich_shop,OH,standard_commercial,small_urban_storefront,simple,low,41.3887615,-82.0767204,41.3887615,-82.0767204,0.9,"The current pin is already at the entrance of Dave's Cosmic Subs, which is the main customer entry facing the street.",41.3887615,-82.0767204,0.9,41.38858441818487,-82.0767204,0.9,"The primary vehicle entry point is visible on the right side of the building, leading into the parking lot from the road.",both,17.83,19.690599443695668,0.0,19.690599443695668,0.0,"515 Abbe Rd N, Elyria, OH, 44035-3718, US",1,1c,gpt-4o-mini,41.38891443429488,-82.0766560272781,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f2798db531a6e903709bdf35e47d07,Panda Express,chinese_restaurant,MT,standard_commercial,small_urban_storefront,simple,low,45.8276944,-108.4703335,45.8276944,-108.4703335,1.0,"The current pin is already at the main customer entrance of Panda Express, which is the storefront door facing the street.",45.8276944,-108.4703335,1.0,45.827529927621256,-108.4703335,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of Panda Express.,both,7.48,18.288494089232277,0.0,18.288494089232277,0.0,"1633 Main St, Billings, MT, 59105-4037, US",1,1c,gpt-4o-mini,45.82776168415494,-108.4703335,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f44a1109358c2803c2653be159cddb,ZOI Restaurant and Lounge,restaurant,FL,standard_commercial,small_urban_storefront,simple,low,25.8293436,-80.1869884,25.829469140162775,-80.18675236668639,0.9,"The identified location is the main entrance of ZOI Restaurant and Lounge, facing the street, as indicated by the visible door and signage.",25.829469140162775,-80.18675236668639,0.9,25.829131147416845,-80.1869884,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of ZOI Restaurant and Lounge.,both,29.65,44.39104658598501,27.439786484847417,23.62364939982209,27.439786484847417,"5808 NE 4th Ct, Miami, FL, 33137-2612, US",1,1c,gpt-4o-mini,25.82944499782378,-80.18704740832841,0.7,claude-haiku-4-5-20251001,27.470651078712713,37.62533993507607,True
08f4440570d9eb4903005f9f097b3ab5,Jett's Food Mart,convenience_store,LA,standard_commercial,small_urban_storefront,simple,low,30.6496523,-91.1056193,30.6496523,-91.1056193,1.0,"The current pin is already at the main customer entrance of Jett's Food Mart, which is the storefront door facing the street.",30.6496523,-91.1056193,1.0,30.64944924040563,-91.1056193,0.9,The entry point is located at the bottom of the image where the driveway leads from the road into the parking lot of Jett's Food Mart.,both,32.12,22.579196699992757,0.0,22.579196699992757,0.0,"9645 Main St, Zachary, LA, 70791-7438, US",1,1c,gpt-4o-mini,30.64993381443765,-91.10554419849112,0.85,claude-haiku-4-5-20251001,0.0,0.0,False
08f48e810044c24c036d6a9260e3d6d9,Bulldog Bakery & BBQ,convenience_store,AZ,standard_commercial,small_urban_storefront,simple,low,32.08485,-111.29428,32.08485,-111.29428,1.0,"The current pin is already at the main customer entrance of Bulldog Bakery & BBQ, which is the storefront door facing the street.",32.08485,-111.29428,1.0,32.08465001784757,-111.29428,0.9,The primary vehicle entry point is visible as a driveway leading from the road to the parking lot of Bulldog Bakery & BBQ.,both,21.45,22.237000770111596,0.0,22.237000770111596,0.0,"15390 W Ajo Hwy, Tucson, AZ, 85735-2023, US",1,1c,gpt-4o-mini,32.085036347005676,-111.2943390083284,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f2666940d461890330dac3dbd7142f,Contract Screenprinting Inc.,screen_printing_t_shirt_printing,IL,standard_commercial,small_urban_storefront,simple,low,41.6970935,-88.237531,41.6970935,-88.237531,1.0,"The current pin is already at the entrance of the building, as it is centrally located and aligns with the storefront door.",41.6970935,-88.237531,1.0,41.6970935,-88.237531,0.2,The image does not clearly show a visible driveway or parking lot entry point from the road.,shared,16.03,0.0,0.0,0.0,0.0,"10148 Clow Creek Rd, Plainfield, IL, 60585-6747, US",1,1c,gpt-4o-mini,41.69723769591294,-88.237531,0.72,claude-haiku-4-5-20251001,0.0,0.0,False
08f2659a58872db50332bfe5ae096bf5,Potbelly Sandwich Shop,sandwich_shop,MS,standard_commercial,small_urban_storefront,simple,low,34.9627461,-89.8935552,34.96277247752141,-89.89331916668638,0.9,"The pin is placed at the main customer entrance of the Potbelly Sandwich Shop, which is visible on the street-facing facade.",34.96277247752141,-89.89331916668638,0.9,34.962552664842946,-89.8935552,0.9,"The primary vehicle entry point is visible on the right side of the property, where the driveway leads into the parking lot from the road.",both,22.06,32.55844603952429,21.70806399891701,21.509008099083182,21.70806399891701,"5400 Goodman Rd, Olive Branch, MS, 38654-9869, US",1,1c,gpt-4o-mini,34.962816440057104,-89.8935552,0.75,claude-haiku-4-5-20251001,21.732481483004214,24.46954390048728,True
08f2ad453525390c034dae0eed8c42df,Richie Ballance Flooring & Tile,carpet_store,NC,standard_commercial,small_urban_storefront,simple,low,35.69762,-77.94765,35.69762,-77.94765,1.0,"The current pin is already at the main customer entrance of Richie Ballance Flooring & Tile, which is the storefront door facing the street.",35.69762,-77.94765,1.0,35.69742831551302,-77.94765,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of Richie Ballance Flooring & Tile.,both,19.36,21.31434246868624,0.0,21.31434246868624,0.0,"3042-F Forest Hills Rd SW, Wilson, NC, 27893, US",1,1c,gpt-4o-mini,35.69771148577787,-77.94746761062129,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f2a896f6b5854803af4bb688f7b236,All My Sons Moving & Storage,storage_facility,NC,standard_commercial,small_urban_storefront,simple,low,35.910003,-78.7654427,35.910003,-78.7654427,1.0,"The current pin is already located at the main customer entrance of the storage facility, which is the appropriate location for pedestrian entry.",35.910003,-78.7654427,1.0,35.90972493069608,-78.7654427,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking area of the storage facility.,both,43.86,30.919895851784453,0.0,30.919895851784453,0.0,"7417 Acc Blvd, Raleigh, NC, 27617-8406, US",1,1c,gpt-4o-mini,35.910354931462784,-78.76566264013313,0.72,claude-haiku-4-5-20251001,0.0,0.0,False
08f446e2248194530328289b55bb672e,Exxpress Mart 24,convenience_store,TX,standard_commercial,small_urban_storefront,simple,low,30.324578,-94.1665339,30.324578,-94.1665339,1.0,"The current pin is already at the main customer entrance of Exxpress Mart 24, which is facing the street.",30.324578,-94.1665339,1.0,30.324374260989657,-94.1665339,0.9,The entry point is located at the bottom of the image where the driveway leads from the highway to the parking lot of Exxpress Mart 24.,both,12.21,22.6547443095777,0.0,22.6547443095777,0.0,"3025 Highway 96 Byp, Silsbee, TX, 77656-7167, US",1,1c,gpt-4o-mini,30.324675239073116,-94.1665929083284,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f2af02a84552a403085d499ed658b9,Starbucks,coffee_shop,NC,standard_commercial,small_urban_storefront,simple,low,36.0031195,-75.6551393,36.0031195,-75.6551393,1.0,"The current pin is already at the main customer entrance of the Starbucks, which is the storefront door facing the street.",36.0031195,-75.6551393,1.0,36.00292855259193,-75.6551393,0.9,The identified entry point is the most visible driveway entrance from the road leading to the Starbucks parking lot.,both,11.44,21.232383033300106,0.0,21.232383033300106,0.0,"1208 S Croatan Hwy, Kill Devil Hills, NC, 27948-8920, US",1,1c,gpt-4o-mini,36.00321063399021,-75.65519830832841,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f2751a1516908a03f814751e4effd5,Kwik Trip,convenience_store,WI,standard_commercial,small_urban_storefront,simple,low,44.9040267,-89.5831588,44.9040267,-89.5831588,1.0,"The current pin is already at the main customer entrance of the Kwik Trip, which is the storefront door facing the street.",44.9040267,-89.5831588,1.0,44.90378352896074,-89.5831588,0.9,"The primary vehicle entry point is located at the southern edge of the property, where the driveway connects to Schofield Ave, allowing access to the parking lot.",both,16.41,27.03938587309851,0.0,27.03938587309851,0.0,"3207 Schofield Ave, Weston, WI, 54476-2566, US",1,1c,gpt-4o-mini,44.90417108280457,-89.58320171514794,0.85,claude-haiku-4-5-20251001,0.0,0.0,False
08f29b6d483656e903731964d5009641,"Windmill Suites Surprise, Ascend Hotel Collection",resort,AZ,standard_commercial,large_standalone,complex,high,33.637745,-112.331292,33.637745,-112.331292,1.0,"The current pin is already at the main customer entrance of the Windmill Suites, which is facing the street.",33.637745,-112.331292,1.0,33.63745916571723,-112.331292,0.9,"The entry point is located at the bottom of the image where the driveway leads into the parking area of the resort, making it the most visible and primary vehicle entry from the road.",both,13.11,31.783322105023657,0.0,31.783322105023657,0.0,"12545 W Bell Rd, Surprise, AZ, 85378, US",1,1b,gpt-4o-mini,33.63779412776736,-112.33116325455622,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f266449c00cc880345dc74a77acb98,Cricket Wireless Authorized Retailer,mobile_phone_store,IL,standard_commercial,small_urban_storefront,simple,low,41.5520673,-88.1269097,41.5520673,-88.1269097,1.0,"The current pin is already at the main customer entrance of the Cricket Wireless Authorized Retailer, as it is positioned at the storefront door facing the street.",41.5520673,-88.1269097,1.0,41.55197095292763,-88.12667366668639,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of the Cricket Wireless store.,both,27.67,22.372902011116828,0.0,22.372902011116828,0.0,"1701 N Larkin Ave, Crest Hill, IL, 60403-0913, US",1,1c,gpt-4o-mini,41.552312182142266,-88.1269687083284,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f2651dac203d1e03fc19508b3f68e5,RIP Tavern,bar,MO,standard_commercial,small_urban_storefront,simple,low,38.2003604,-92.6323868,38.2003604,-92.6323868,1.0,"The current pin is already at the main customer entrance of RIP Tavern, as it is positioned at the storefront door facing the street.",38.2003604,-92.6323868,1.0,38.2003604,-92.6323868,0.2,"The property appears to have no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only.",shared,16.88,0.0,0.0,0.0,0.0,"1151 Bagnell Dam Blvd, Lake Ozark, MO, 65049-9752, US",1,1c,gpt-4o-mini,38.20051216249049,-92.6323868,0.72,claude-haiku-4-5-20251001,0.0,0.0,False
08f28302267a036103662f4571745d57,Mayo Family Winery Reserve Room,winery,CA,standard_commercial,small_urban_storefront,simple,low,38.4168954,-122.5491988,38.4168954,-122.5491988,1.0,"The current pin is already at the main customer entrance of the winery, which is the storefront door facing the street.",38.4168954,-122.5491988,1.0,38.41671046547732,-122.5491988,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of the winery.,both,11.3,20.5637806831942,0.0,20.5637806831942,0.0,"9200 Sonoma Hwy, Kenwood, CA, 95452-9031, US",1,1c,gpt-4o-mini,38.416983664204,-122.5491344272781,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f26463757538b30399d636cb6246ea,Baskin-Robbins,ice_cream_shop,MO,standard_commercial,small_urban_storefront,simple,low,38.7997797,-90.3341586,38.7997797,-90.3341586,1.0,"The current pin is already at the main customer entrance of the Baskin-Robbins, which is facing the street.",38.7997797,-90.3341586,1.0,38.79951213594043,-90.3341586,0.9,"The primary vehicle entry point is located on the right side of the property, where the driveway connects to the road, allowing access to the parking lot.",both,9.77,29.751765976903876,0.0,29.751765976903876,0.0,"820 N US-67, Florissant, MO, 63031, US",1,1c,gpt-4o-mini,38.79986749445705,-90.33416396439348,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f2674576928ab1038fef3c18ebba82,Tomaso's Pizza,pizza_restaurant,IA,standard_commercial,small_urban_storefront,simple,low,42.0035237,-91.6349632,42.0035237,-91.6349632,1.0,"The current pin is already at the main customer entrance of Tomaso's Pizza, which is the storefront door facing the street.",42.0035237,-91.6349632,1.0,42.0035237,-91.6349632,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,7.09,0.0,0.0,0.0,0.0,"2706 1st Ave NE, Cedar Rapids, IA, 52402-4805, US",1,1c,gpt-4o-mini,42.003587480808065,-91.6349632,0.65,claude-haiku-4-5-20251001,0.0,0.0,False
08f267452ac90d0d03d0b4ff726162c4,Villa's Patio,mexican_restaurant,IA,standard_commercial,small_urban_storefront,simple,low,42.0313002,-91.6993724,42.0313002,-91.6993724,1.0,"The current pin is already at the main customer entrance of Villa's Patio, which is the storefront door facing the street.",42.0313002,-91.6993724,1.0,42.031124879370225,-91.6993724,0.8,"The identified entry point is the most visible driveway entrance leading into the parking lot for Villa's Patio, allowing for vehicle access from the road.",both,22.4,19.494764566500567,0.0,19.494764566500567,0.0,"5200 Fountains Dr NE, Cedar Rapids, IA, 52411-6612, US",1,1c,gpt-4o-mini,42.031483489749306,-91.69948505226331,0.72,claude-haiku-4-5-20251001,0.0,0.0,False
08f441a092b35a9e0379350d60cd0531,Piccola Italia Restaurant,italian_restaurant,FL,standard_commercial,small_urban_storefront,simple,low,28.229761,-82.1964428,28.229761,-82.1964428,1.0,"The current pin is already at the main customer entrance of the Piccola Italia Restaurant, which is the storefront door facing the street.",28.229761,-82.1964428,1.0,28.22955304098972,-82.1964428,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of the restaurant.,both,7.58,23.123986893045736,0.0,23.123986893045736,0.0,"37502 State Road 54, Zephyrhills, FL, 33542-5422, US",1,1c,gpt-4o-mini,28.229798810729143,-82.1963784272781,0.6,claude-haiku-4-5-20251001,0.0,0.0,False
08f2a100a86eb76b03833e8ad2ed49ff,D & J Variety Store,discount_store,NY,standard_commercial,small_urban_storefront,simple,low,40.8274111,-73.9253806,40.8274111,-73.9253806,1.0,"The current pin is already at the main customer entrance of D & J Variety Store, which is the storefront door facing the street.",40.8274111,-73.9253806,1.0,40.8274111,-73.9253806,0.2,The property appears to be a pedestrian-only storefront with no visible driveway or parking lot entry from the road.,shared,10.31,0.0,0.0,0.0,0.0,"64 E 161st St, New York, NY, 10451-2207, US",1,1c,gpt-4o-mini,40.82749634198086,-73.92533232045858,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f266340d965902032f0e4e3468f049,Sol Del Mar Mexican Bar & Grill,mexican_restaurant,IL,standard_commercial,small_urban_storefront,simple,low,39.599585,-88.606927,39.599585,-88.606927,1.0,"The current pin is already located at the main customer entrance of Sol Del Mar Mexican Bar & Grill, which is the storefront door facing the street.",39.599585,-88.606927,1.0,39.599585,-88.606927,0.2,The location appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,10.5,0.0,0.0,0.0,0.0,"10 E Harrison St, Sullivan, IL, 61951, US",1,1c,gpt-4o-mini,39.599671800580815,-88.60687872045858,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f29a0a902565a903e695f84329a98c,Culichis & Beer,mexican_restaurant,CA,standard_commercial,small_urban_storefront,simple,low,33.981569,-117.5225842,33.981595689490916,-117.52234816668638,0.9,"The identified location is the main customer entrance facing the street, as it shows a door and signage typical for a restaurant entrance.",33.981595689490916,-117.52234816668638,0.9,33.981373277066595,-117.5225842,0.9,"The primary vehicle entry point is visible as a driveway leading into the parking lot from Etiwanda Ave, located directly south of the building.",both,32.25,32.94351757448194,21.964807460379394,21.76339722221188,21.964807460379394,"5850 Etiwanda Ave, Jurupa Valley, CA, 91752-2200, US",1,1c,gpt-4o-mini,33.981751378187944,-117.5226432083284,0.75,claude-haiku-4-5-20251001,21.9895137336564,24.758947654288235,True
08f262808a182014037ee27b008cff1a,Forest City Inn,hotel,IA,standard_commercial,large_standalone,simple,medium,43.2462063,-93.6366474,43.2462063,-93.6366474,1.0,"The current pin is already at the main customer entrance of the Forest City Inn, which is the appropriate location for pedestrian entry.",43.2462063,-93.6366474,1.0,43.24603436947852,-93.6366474,0.8,The identified entry point is the most visible driveway leading into the parking area from the road.,both,10.3,19.117801723461668,0.0,19.117801723461668,0.0,"1215 Highway 69, Forest City, IA, 50436, US",1,1b,gpt-4o-mini,43.24628835774889,-93.6367064083284,0.72,claude-haiku-4-5-20251001,0.0,0.0,False
08f28b2b594e687303992f9403da8b1a,The Flower Girl,flowers_and_gifts_shop,ID,standard_commercial,large_standalone,simple,low,42.7872046,-112.8423739,42.7872046,-112.8423739,1.0,"The current pin is already at the main customer entrance of The Flower Girl, as it is positioned at the storefront door facing the street.",42.7872046,-112.8423739,1.0,42.7872046,-112.8423739,0.3,"The property appears to have no visible driveway or parking lot entry from the road, indicating it may be pedestrian-only.",shared,50.53,0.0,0.0,0.0,0.0,"2842 Pocatello Ave, American Falls, ID, 83211-5460, US",1,1b,gpt-4o-mini,42.78748411489966,-112.8428620598077,0.72,claude-haiku-4-5-20251001,0.0,0.0,False
08f2674c900f34160360d7e8b0f90b5a,Redbox,rental_kiosks,IA,multi_tenant,other_multi_tenant,simple,low,42.180726,-91.774068,42.180726,-91.774068,1.0,The current pin is already at the correct unit entrance for Redbox.,42.180726,-91.774068,1.0,42.18055109211143,-91.774068,0.9,"The nearest parking lot entry to the Redbox unit is located directly south of the building, accessible from the road. This entry point is the most logical access for vehicles.",both,,19.448869839261196,0.0,19.448869839261196,0.0,"4208 Lewis Access Rd, Center Point, IA, 52213, US",2,2c,gpt-4o-mini,,,,,0.0,0.0,False
08f283082aace49903c746101cc10ec0,Hermes San Francisco Store,shopping,,multi_tenant,strip_mall_tenant,simple,low,37.7880941,-122.4052986,37.7880941,-122.4052986,1.0,The current pin is already at the correct unit entrance for the Hermes San Francisco Store.,37.7880941,-122.4052986,1.0,37.7879075670369,-122.4052986,0.8,"The nearest parking lot entry for the Hermes San Francisco Store is likely located on Grant Ave, slightly south of the current pin position, providing direct access to the shared parking area.",both,,20.741519148307685,0.0,20.741519148307685,0.0,"125 Grant Ave, 94108, US",2,2a,gpt-4o-mini,,,,,0.0,0.0,False
08f2a33ca646ca5e03a7a5ad39cb7d61,Byram Healthcare,medical_supply,MA,standard_commercial,small_urban_storefront,simple,low,42.2529574,-71.8448841,42.2529574,-71.8448841,1.0,"The current pin is already at the main customer entrance of Byram Healthcare, as it is positioned at the storefront door facing the street.",42.2529574,-71.8448841,1.0,42.2529574,-71.8448841,0.2,"The image shows a commercial area with multiple buildings, but no clear driveway or parking lot entry visible from the road. The center is marked due to lack of identifiable vehicle entry points.",shared,27.22,0.0,0.0,0.0,0.0,"239 Mill St, Worcester, MA, 01602-3191, US",1,1c,gpt-4o-mini,42.2531996087428,-71.84483582045858,0.75,claude-haiku-4-5-20251001,0.0,0.0,False
08f29a198484d5800367d470e964a245,Azzura Condos,accommodation,CA,standard_commercial,large_standalone,simple,low,33.9846102,-118.4450189,33.98472585032267,-118.44478286668638,0.9,"The pin is placed at the main entrance of Azzura Condos, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",33.98472585032267,-118.44478286668638,0.9,33.983969675135974,-118.4450189,0.9,"The primary car entry point is located at the bottom of the image, where the driveway leads into the parking area of Azzura Condos.",both,27.32,86.85355039347735,25.278124051548094,71.2231152692988,25.278124051548097,"13700 Marina Pointe Dr, Los Angeles, CA, 90292, US",1,1b,gpt-4o-mini,33.984703609876,-118.4450779083284,0.72,claude-haiku-4-5-20251001,25.306557182095787,34.66127649921172,True
